Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Eerste omschrijving;2014;2015;2016;2017;2018;2019
BP2014_2019-2/GBB-CBS/0703-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6159999;IE-GEEN;Overige exploitatiekosten; 735,26; 2.000,00; 2.000,00; 2.000,00; 2.000,00; 2.000,00
BP2014_2019-2/GBB-CBS/0703-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 71.770,20; 80.000,00; 81.450,83; 83.487,10; 85.574,28; 87.713,64
BP2014_2019-2/GBB-CBS/0703-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 5.180,52;;;;;
BP2014_2019-2/GBB-CBS/0703-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen; 29.825,20; 10.748,59;;;;
BP2014_2019-2/GBB-CBS/0703-00/6202100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6202100;IE-GEEN;Vakantiegeld gesubsidieerde contractuelen; 2.786,90;;;;;
BP2014_2019-2/GBB-CBS/0703-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel; 13.026,24; 45.464,99; 45.737,78; 46.811,22; 48.053,26; 49.254,59
BP2014_2019-2/GBB-CBS/0703-00/6203100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6203100;IE-GEEN;Vakantiegeld contractuelen; 2.087,96;;;;;
BP2014_2019-2/GBB-CBS/0703-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 29.754,71; 36.863,94; 37.222,00; 38.152,55; 39.297,13; 40.279,55
BP2014_2019-2/GBB-CBS/0703-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0703-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen; 1.735,44; 419,00;;;;
BP2014_2019-2/GBB-CBS/0703-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen; 4.228,38; 10.180,06; 10.498,07; 10.760,52; 11.029,54; 11.305,28
BP2014_2019-2/GBB-CBS/0703-00/6219000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6219000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);; -17.125,03; -17.125,03; -17.125,03; -17.125,03; -17.125,03
BP2014_2019-2/GBB-CBS/0703-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 863,50; 939,54; 952,33; 965,38; 978,68; 992,26
BP2014_2019-2/GBB-CBS/0703-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.; 296,85; 72,28;;;;
BP2014_2019-2/GBB-CBS/0703-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.; 518,10; 674,39;;;;
BP2014_2019-2/GBB-CBS/0703-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen; 135,51; 370,83; 525,31; 538,44; 551,91; 565,71
BP2014_2019-2/GBB-CBS/0703-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;; 179,52; 843,45; 860,32; 877,53; 895,08
BP2014_2019-2/GBB-CBS/0703-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk; 1.079,27; 1.624,00; 1.648,36; 1.673,09; 1.698,18; 1.723,65
BP2014_2019-2/GBB-CBS/0703-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6231004;IE-GEEN;Maaltijdcheques; 4.802,00; 5.100,00; 8.100,00; 8.100,00; 8.100,00; 8.100,00
BP2014_2019-2/GBB-CBS/0703-00/6400008/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6400008;IE-GEEN;Bijdragen reprobel; 152,99; 155,00; 158,00; 161,00; 164,00; 167,00
BP2014_2019-2/GBB-CBS/0703-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 279,30; 286,23; 290,52; 294,88; 299,30; 303,79
BP2014_2019-2/GBB-CBS/0703-00/7000001/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7000001;IE-GEEN;Verkoop van collecties; 370,00; 400,00; 400,00; 400,00; 400,00; 400,00
BP2014_2019-2/GBB-CBS/0703-00/7020999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7020999;IE-GEEN;Opbrengsten uit andere prestaties; 24.028,31; 21.000,00; 23.000,00; 23.000,00; 23.000,00; 23.000,00
BP2014_2019-2/GBB-CBS/0703-00/7402020/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7402020;IE-GEEN;Subsidies sociale maribel; 17.125,03;;;;;
BP2014_2019-2/GBB-CBS/0703-00/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7404999;IE-GEEN;Overige algemene werkingssubsidies; 1.674,62; 1.580,00; 1.580,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0703-00/7405002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7405002;IE-GEEN;Personeelssubsidies algemeen; 56.212,07; 55.329,13; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0703-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden; 3.217,90; 0,00; 1.004,81; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0703-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7406999;IE-GEEN;Overige specifieke projectsubsidies; 2.205,00; 1.200,00; 1.000,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0703-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 683,43; 750,00; 750,00; 750,00; 750,00; 750,00
BP2014_2019-2/GBB-CBS/0709-00/2210500/BESTUUR/CBS/IE6/U;GBB-CBS;0709-00;2210500;IE6;Gebouwen - culturele gebouwen - gemeenschapsgoederen; 807,07; 0,00;;;;
BP2014_2019-2/GBB-CBS/0709-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0709-00;2300000;IE6;screens Borrestaminee;; 8.000,00;;;;
BP2014_2019-2/GBB-CBS/0709-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;; 1.000,00; 3.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0709-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;; 3.000,00; 14.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0709-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6110000;IE-GEEN;Elektriciteit; 2.260,38; 8.500,00; 10.400,00; 10.400,00; 10.400,00; 10.400,00
BP2014_2019-2/GBB-CBS/0709-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6111000;IE-GEEN;Gas;; 23.000,00; 42.000,00; 42.000,00; 42.000,00; 42.000,00
BP2014_2019-2/GBB-CBS/0709-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6113000;IE-GEEN;Water;; 3.500,00; 3.500,00; 3.500,00; 3.500,00; 3.500,00
BP2014_2019-2/GBB-CBS/0709-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6139999;IE-GEEN;Vrijwilligers cultuur;; 3.400,00; 3.400,00; 3.400,00; 3.400,00; 3.400,00
BP2014_2019-2/GBB-CBS/0709-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;; 600,00; 600,00; 600,00; 600,00; 600,00
BP2014_2019-2/GBB-CBS/0709-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel; 155,05;;;;;
BP2014_2019-2/GBB-CBS/0709-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0709-00/6400001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6400001;IE-GEEN;Roerende voorheffing;; 4.500,00; 4.500,00; 4.500,00; 4.500,00; 4.500,00
BP2014_2019-2/GBB-CBS/0709-00/7000006/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0709-00;7000006;IE-GEEN;Verkoop van groene stroom; 2.160,00;; 2.000,00; 2.000,00; 2.000,00; 2.000,00
BP2014_2019-2/GBB-CBS/0709-00/7060001/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0709-00;7060001;IE-GEEN;Opbrengsten uit concessies; 29.812,16; 32.539,00; 33.139,78; 33.752,58; 34.377,63; 35.015,18
BP2014_2019-2/GBB-CBS/0709-00/7070000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0709-00;7070000;IE-GEEN;Doorfacturatie - nutsvoorzieningen; 6.978,87; 6.900,00; 6.900,00; 6.900,00; 6.900,00; 6.900,00
BP2014_2019-2/GBB-CBS/0710-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0710-00;6159999;IE-GEEN;Overige exploitatiekosten; 4.985,49; 9.000,00; 9.000,00; 9.000,00; 9.000,00; 9.000,00
BP2014_2019-2/GBB-CBS/0710-00/6491000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0710-00;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen; 6.175,00; 9.000,00; 7.000,00; 7.000,00; 7.000,00; 7.000,00
BP2014_2019-2/GBB-CBS/0710-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0710-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen; 54,45;;;;;
BP2014_2019-2/GBB-CBS/0710-00/7450000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0710-00;7450000;IE-GEEN;Recuperaties van kosten; 100,00;;;;;
BP2014_2019-2/GBB-CBS/0719-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0719-00;6110000;IE-GEEN;Elektriciteit; 844,31; 915,00; 1.178,73; 1.192,66; 1.206,80; 1.771,15
BP2014_2019-2/GBB-CBS/0720-00/1500000/BESTUUR/CBS/IE6/O;GBB-CBS;0720-00;1500000;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;; 5.600,00;;;;
BP2014_2019-2/GBB-CBS/0720-00/2140000/BESTUUR/CBS/IE6/U;GBB-CBS;0720-00;2140000;IE6;Plannen en studies;; 22.990,00; 7.986,00;;;
BP2014_2019-2/GBB-CBS/0720-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0720-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden; 7.607,69;;;;;
BP2014_2019-2/GBB-CBS/0729-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0729-00;6159999;IE-GEEN;Overige exploitatiekosten; 906,28; 900,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0729-00/6640000/BESTUUR/CBS/IE6/U;GBB-CBS;0729-00;6640000;IE6;Toegestane investeringssubsidies; 81.136,10;;;;;
BP2014_2019-2/GBB-CBS/0740-00/2200200/BESTUUR/CBS/IE6/U;GBB-CBS;0740-00;2200200;IE6;Overdracht krediet van 2014 naar 2015;; 4.605,81;;;;
BP2014_2019-2/GBB-CBS/0740-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0740-00;2300000;IE6;tractor onderhoud kunstgrasveld;;; 20.000,00;;;
BP2014_2019-2/GBB-CBS/0740-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0740-00;2400000;IE6;Overdracht krediet van 2014 naar 2015;; 4.000,00;; 8.000,00;;
BP2014_2019-2/GBB-CBS/0740-00/4943000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;4943000;IE-GEEN;Vorderingen wegens toegestane leningen die binnen het jaar vervallen; 18.282,44; 18.282,44; 18.282,44; 18.282,44; 18.282,44; 18.282,44
BP2014_2019-2/GBB-CBS/0740-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6001000;IE-GEEN;Aankoop technisch materiaal; 2.632,67; 9.000,00; 9.000,00; 9.000,00; 9.000,00; 9.000,00
BP2014_2019-2/GBB-CBS/0740-00/6100800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6100800;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (lange termijn); 251.459,92; 251.460,00; 251.460,00; 5,00;;
BP2014_2019-2/GBB-CBS/0740-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6103001;IE-GEEN;Benodigdheden voor gebouwen; 1.965,91; 4.000,00; 500,00; 500,00; 500,00; 500,00
BP2014_2019-2/GBB-CBS/0740-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen; 341,34; 3.000,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0740-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6110000;IE-GEEN;Elektriciteit; 351,33; 404,50; 810,57; 816,73; 822,98; 829,32
BP2014_2019-2/GBB-CBS/0740-00/6120999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6120999;IE-GEEN;Overige verzekeringen; 678,37; 700,00; 700,00; 700,00; 700,00; 700,00
BP2014_2019-2/GBB-CBS/0740-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden; 737,73; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0740-00/6141002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6141002;IE-GEEN;Documentatie en abonnementen; 104,00; 110,00; 110,00; 110,00; 110,00; 110,00
BP2014_2019-2/GBB-CBS/0740-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet; 154,95; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0740-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â¦); 3,68; 4,00; 4,00; 4,00; 4,00; 4,00
BP2014_2019-2/GBB-CBS/0740-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;; 200,00; 200,00; 200,00; 200,00; 200,00
BP2014_2019-2/GBB-CBS/0740-00/6143007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6143007;IE-GEEN;Publiciteit, advertenties & info; 1.525,72; 1.550,00; 1.550,00; 1.550,00; 1.550,00; 1.550,00
BP2014_2019-2/GBB-CBS/0740-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten; 166,66; 750,00; 750,00; 750,00; 750,00; 750,00
BP2014_2019-2/GBB-CBS/0740-00/6150006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6150006;IE-GEEN;Lidmaatschappen; 1.165,21; 1.200,00; 1.020,00; 1.200,00; 1.200,00; 1.200,00
BP2014_2019-2/GBB-CBS/0740-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6150011;IE-GEEN;Kosten werkkleding; 99,46; 500,00; 500,00; 500,00; 500,00; 500,00
BP2014_2019-2/GBB-CBS/0740-00/6150015/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6150015;IE-GEEN;Beheersvergoeding (dienstenvergoeding aan derden);;; 25.000,00; 50.000,00; 50.000,00; 50.000,00
BP2014_2019-2/GBB-CBS/0740-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel; 423,50; 1.000,00; 1.000,00; 1.000,00; 1.000,00; 1.000,00
BP2014_2019-2/GBB-CBS/0740-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel; 815,87; 850,00; 850,00; 850,00; 850,00; 850,00
BP2014_2019-2/GBB-CBS/0740-00/6153501/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6153501;IE-GEEN;Aankoop houtsnippers;;; 2.500,00; 2.500,00; 2.500,00; 2.500,00
BP2014_2019-2/GBB-CBS/0740-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6159999;IE-GEEN;Overige exploitatiekosten; 3.209,06; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0740-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel; 79.293,07; 86.000,00; 87.567,73; 89.756,93; 92.000,85; 94.300,87
BP2014_2019-2/GBB-CBS/0740-00/6201100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6201100;IE-GEEN;Vakantiegeld vastbenoemd personeel; 5.630,12;;;;;
BP2014_2019-2/GBB-CBS/0740-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen; 0,00;;;;;
BP2014_2019-2/GBB-CBS/0740-00/6202100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6202100;IE-GEEN;Vakantiegeld gesubsidieerde contractuelen; 0,00;;;;;
BP2014_2019-2/GBB-CBS/0740-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel; 76.313,90; 80.000,00; 80.965,42; 82.989,55; 85.064,29; 87.190,90
BP2014_2019-2/GBB-CBS/0740-00/6203100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6203100;IE-GEEN;Vakantiegeld contractuelen; 5.444,23;;;;;
BP2014_2019-2/GBB-CBS/0740-00/6206000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6206000;IE-GEEN;Bezoldigingen ander niet vastbenoemd personeel; 0,00;;;;;
BP2014_2019-2/GBB-CBS/0740-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel; 32.753,98; 33.560,50; 34.710,73; 35.686,39; 36.689,68; 37.721,38
BP2014_2019-2/GBB-CBS/0740-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0740-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen; 0,00;;;;;
BP2014_2019-2/GBB-CBS/0740-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen; 23.686,66; 24.907,50; 25.530,19; 26.168,44; 26.822,65; 27.493,22
BP2014_2019-2/GBB-CBS/0740-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.; 567,60; 578,95; 590,53; 602,34; 614,39; 626,68
BP2014_2019-2/GBB-CBS/0740-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.; 0,00;;;;;
BP2014_2019-2/GBB-CBS/0740-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen; 759,42; 922,50; 945,56; 969,20; 993,43; 1.018,27
BP2014_2019-2/GBB-CBS/0740-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen; 550,00; 639,54; 652,33; 665,38; 678,68; 692,26
BP2014_2019-2/GBB-CBS/0740-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk; 552,00; 1.156,75; 1.163,60; 1.170,56; 1.177,61; 1.184,76
BP2014_2019-2/GBB-CBS/0740-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6231004;IE-GEEN;Maaltijdcheques; 7.707,00; 7.450,00; 6.750,00; 6.750,00; 6.750,00; 6.750,00
BP2014_2019-2/GBB-CBS/0740-00/6409999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6409999;IE-GEEN;Overige werkingsbelastingen; 282,37; 306,00; 312,12; 318,36; 324,73; 331,22
BP2014_2019-2/GBB-CBS/0740-00/6430100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6430100;IE-GEEN;Tussenkomst in exploitatiekosten; 9.688,34; 9.900,00; 10.098,00; 10.300,00; 10.506,00; 10.717,00
BP2014_2019-2/GBB-CBS/0740-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6493000;IE-GEEN;Toegestane werkingssubsidies aan verenigingen; 9.000,00; 12.000,00; 12.000,00; 10.500,00; 10.500,00; 10.500,00
BP2014_2019-2/GBB-CBS/0740-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies; 232,75; 238,53; 242,10; 245,73; 249,42; 253,16
BP2014_2019-2/GBB-CBS/0740-00/6500100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6500100;IE-GEEN;FinanciÃ«le kosten leasingschulden;; 0,00; 0,00; 0,00;;
BP2014_2019-2/GBB-CBS/0740-00/6640000/BESTUUR/CBS/IE6/U;GBB-CBS;0740-00;6640000;IE6;Toegestane investeringssubsidies;; 2.558,12;;;;
BP2014_2019-2/GBB-CBS/0740-00/7010002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7010002;IE-GEEN;Inschrijvingsgelden; 99.742,50; 55.000,00; 55.000,00; 55.000,00; 55.000,00; 55.000,00
BP2014_2019-2/GBB-CBS/0740-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;;; 5.046,50; 10.000,00; 10.000,00; 10.000,00
BP2014_2019-2/GBB-CBS/0740-00/7050001/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7050001;IE-GEEN;Opbrengsten uit verhuur zalen en lokalen; 26.277,53; 29.700,00; 29.700,00; 29.700,00; 29.700,00; 29.700,00
BP2014_2019-2/GBB-CBS/0740-00/7060999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7060999;IE-GEEN;Andere opbrengsten uit concessie en verleende rechten; 201.619,80; 201.619,98; 207.619,98; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0740-00/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7404999;IE-GEEN;Overige algemene werkingssubsidies; 23.061,60; 22.400,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0740-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden; 6.774,17;;; 2.115,28;;
BP2014_2019-2/GBB-CBS/0740-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;;; 7.569,75; 15.314,08; 15.696,93; 16.010,87
BP2014_2019-2/GBB-CBS/0740-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques; 1.051,85; 1.100,00; 1.100,00; 1.100,00; 1.100,00; 1.100,00
BP2014_2019-2/GBB-CBS/0740-00/7590000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7590000;IE-GEEN;Intresten op toegestane leningen;; 0,00; 0,00; 0,00; 0,00; 0,00
BP2014_2019-2/GBB-CBS/0750-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0750-00;2300000;IE6;Installaties, machines en uitrusting - gemeenschapsgoederen;;; 1.500,00;;;
BP2014_2019-2/GBB-CBS/0750-00/6100800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6100800;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (lange termijn); 924,80;;;;;
BP2014_2019-2/GBB-CBS/0750-00/6102001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6102001;IE-GEEN;Periodieke erfpachtvergoedingen;; 1.500,00; 1.500,00; 1.500,00; 1.500,00; 1.500,00
BP2014_2019-2/GBB-CBS/0750-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6103001;IE-GEEN;Benodigdheden voor gebouwen; 466,80; 2.250,00; 750,00; 750,00; 750,00; 750,00
