Code;Actie;Beleidsitem code;Algemene rekening;Economische sectorcode;Investeringsenveloppe;Eerste omschrijving;2014;2015;2016;2017;2018;2019
BP2014_2019-1/GBB-CBS/0703-00/6141999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0703-00;6141999;600;IE-GEEN;Overige administratiekosten;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/GBB-CBS/0703-00/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0703-00;6142001;600;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 1,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00
BP2014_2019-1/GBB-CBS/0703-00/6142800/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0703-00;6142800;600;IE-GEEN;Onderhoudscontracten computermaterieel;€ 7,500.00;€ 7,800.00;€ 7,800.00;€ 7,800.00;€ 7,800.00;€ 7,800.00
BP2014_2019-1/GBB-CBS/0703-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0703-00;6149000;600;IE-GEEN;Overige administratie- en kantoorkosten;€ 500.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00
BP2014_2019-1/GBB-CBS/0703-00/6150002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0703-00;6150002;600;IE-GEEN;Collecties, schoolboeken en schoolmateriaal;€ 30,000.00;;;;;
BP2014_2019-1/GBB-CBS/0703-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0703-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 2,500.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00
BP2014_2019-1/GBB-CBS/0703-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6201000;500;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 79,550.00;€ 92,869.58;€ 95,330.07;€ 97,698.32;€ 100,125.77;€ 102,613.92
BP2014_2019-1/GBB-CBS/0703-00/6202000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6202000;500;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;€ 33,550.00;€ 34,655.42;€ 35,648.47;€ 36,529.68;€ 37,432.92;€ 38,358.75
BP2014_2019-1/GBB-CBS/0703-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6203000;500;IE-GEEN;Bezoldigingen contractueel personeel;€ 16,400.00;€ 16,270.00;€ 17,095.38;€ 17,447.33;€ 17,808.09;€ 18,177.87
BP2014_2019-1/GBB-CBS/0703-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6211000;500;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 11,137.50;€ 11,415.94;€ 11,701.34;€ 11,993.87;€ 12,293.72;€ 12,601.06
BP2014_2019-1/GBB-CBS/0703-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6211001;500;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 18,700.00;€ 19,448.00;€ 20,225.92;€ 20,832.70;€ 21,457.68;€ 22,101.41
BP2014_2019-1/GBB-CBS/0703-00/6212000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6212000;500;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;€ 1,750.00;€ 1,793.75;€ 1,838.59;€ 1,884.56;€ 1,931.67;€ 1,979.96
BP2014_2019-1/GBB-CBS/0703-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6213000;500;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;€ 3,712.50;€ 3,805.31;€ 3,900.45;€ 3,997.96;€ 4,097.91;€ 4,200.35
BP2014_2019-1/GBB-CBS/0703-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6221100;500;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 864.00;€ 639.54;€ 652.33;€ 665.38;€ 678.68;€ 692.26
BP2014_2019-1/GBB-CBS/0703-00/6222000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6222000;500;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;€ 333.33;€ 341.67;€ 350.21;€ 358.96;€ 367.94;€ 377.14
BP2014_2019-1/GBB-CBS/0703-00/6222100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6222100;500;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;€ 634.70;€ 674.39;€ 660.34;€ 673.55;€ 687.02;€ 700.76
BP2014_2019-1/GBB-CBS/0703-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6223000;500;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;€ 166.67;€ 170.83;€ 175.10;€ 179.48;€ 183.97;€ 188.57
BP2014_2019-1/GBB-CBS/0703-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6223100;500;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 176.00;€ 179.52;€ 183.11;€ 186.77;€ 190.51;€ 194.32
BP2014_2019-1/GBB-CBS/0703-00/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6230001;500;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 1,600.00;€ 1,624.00;€ 1,648.36;€ 1,673.09;€ 1,698.18;€ 1,723.65
BP2014_2019-1/GBB-CBS/0703-00/6231000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6231000;500;IE-GEEN;Bijdragen aan arbeidsgeneeskundige dienst;€ 0.00;;;;;
BP2014_2019-1/GBB-CBS/0703-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6231004;500;IE-GEEN;Maaltijdcheques;€ 8,100.00;€ 8,100.00;€ 8,100.00;€ 8,100.00;€ 8,100.00;€ 8,100.00
BP2014_2019-1/GBB-CBS/0703-00/6400008/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0703-00;6400008;600;IE-GEEN;Bijdragen reprobel;€ 152.99;€ 155.00;€ 158.00;€ 161.00;€ 164.00;€ 167.00
BP2014_2019-1/GBB-CBS/0703-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0703-00;6496000;500;IE-GEEN;Tussenkomst in de vakbondspremies;€ 282.00;€ 286.23;€ 290.52;€ 294.88;€ 299.30;€ 303.79
BP2014_2019-1/GBB-CBS/0703-00/7000001/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0703-00;7000001;500;IE-GEEN;Verkoop van collecties;€ 1,000.00;;;;;
BP2014_2019-1/GBB-CBS/0703-00/7020999/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0703-00;7020999;500;IE-GEEN;Ontvangsten bibliotheek;€ 19,000.00;€ 21,000.00;€ 19,000.00;€ 19,000.00;€ 19,000.00;€ 19,000.00
BP2014_2019-1/GBB-CBS/0703-00/7404999/BESTUUR/CBS/300/IE-GEEN/O;GBB-CBS;0703-00;7404999;300;IE-GEEN;Subsidie participatie prov. bibliotheeksysteem;€ 1,674.62;€ 1,580.00;€ 1,580.00;€ 1,580.00;€ 1,580.00;€ 1,580.00
BP2014_2019-1/GBB-CBS/0703-00/7405002/BESTUUR/CBS/300/IE-GEEN/O;GBB-CBS;0703-00;7405002;300;IE-GEEN;Personeelssubsidies algemeen;€ 56,212.07;€ 55,329.13;€ 55,329.13;€ 55,329.13;€ 55,329.13;€ 55,329.13
BP2014_2019-1/GBB-CBS/0703-00/7405999/BESTUUR/CBS/100/IE-GEEN/O;GBB-CBS;0703-00;7405999;100;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;€ 12,000.00;€ 12,000.00;€ 12,000.00;€ 12,000.00;€ 12,000.00;€ 12,000.00
BP2014_2019-1/GBB-CBS/0703-00/7406999/BESTUUR/CBS/400/IE-GEEN/O;GBB-CBS;0703-00;7406999;400;IE-GEEN;subsidie interbibliothecair leenverkeer;€ 2,205.00;€ 1,200.00;€ 1,200.00;€ 1,200.00;€ 1,200.00;€ 1,200.00
BP2014_2019-1/GBB-CBS/0703-00/7470000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0703-00;7470000;500;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 945.00;€ 945.00;€ 945.00;€ 945.00;€ 954.00;€ 945.00
BP2014_2019-1/GBB-CBS/0709-00/2210500/BESTUUR/CBS/600/IE6/U;GBB-CBS;0709-00;2210500;600;IE6;vervangen deur dienstinkom Borrestaminee;€ 1,907.07;;;;;
BP2014_2019-1/GBB-CBS/0709-00/2300000/BESTUUR/CBS/600/IE6/U;GBB-CBS;0709-00;2300000;600;IE6;screens Borrestaminee;;€ 8,000.00;;;;
BP2014_2019-1/GBB-CBS/0709-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0709-00;6110000;600;IE-GEEN;Elektriciteit;€ 600.00;;;;;
BP2014_2019-1/GBB-CBS/0709-00/7000006/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0709-00;7000006;600;IE-GEEN;Verkoop van groene stroom;€ 2,160.00;;;;;
BP2014_2019-1/GBB-CBS/0709-00/7060001/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0709-00;7060001;600;IE-GEEN;Opbrengsten uit concessies;€ 30,050.00;€ 32,539.00;€ 33,139.78;€ 33,752.58;€ 34,377.63;€ 35,015.18
BP2014_2019-1/GBB-CBS/0709-00/7070000/BESTUUR/CBS/600/IE-GEEN/O;GBB-CBS;0709-00;7070000;600;IE-GEEN;Doorfacturatie - nutsvoorzieningen;€ 6,900.00;€ 6,900.00;€ 6,900.00;€ 6,900.00;€ 6,900.00;€ 6,900.00
BP2014_2019-1/GBB-CBS/0710-00/6159999/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;0710-00;6159999;800;IE-GEEN;Feest. & plechtigheden : techn. benod. vr rechts. verbruik;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00
BP2014_2019-1/GBB-CBS/0710-00/6491000/BESTUUR/CBS/480/IE-GEEN/U;GBB-CBS;0710-00;6491000;480;IE-GEEN;Geboortepremie;€ 6,500.00;€ 9,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00;€ 7,000.00
BP2014_2019-1/GBB-CBS/0710-00/7450000/BESTUUR/CBS/420/IE-GEEN/O;GBB-CBS;0710-00;7450000;420;IE-GEEN;Recuperaties van kosten;€ 100.00;;;;;
BP2014_2019-1/GBB-CBS/0719-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0719-00;6110000;600;IE-GEEN;Elektriciteit;€ 700.00;€ 1,015.00;€ 1,030.23;€ 1,045.68;€ 1,061.36;€ 1,077.28
BP2014_2019-1/GBB-CBS/0720-00/1500000/BESTUUR/CBS/300/IE6/O;GBB-CBS;0720-00;1500000;300;IE6;Investeringssubsidies en -schenkingen in kapitaal met vordering op korte termijn;;€ 5,600.00;;;;
BP2014_2019-1/GBB-CBS/0720-00/2140000/BESTUUR/CBS/600/IE6/U;GBB-CBS;0720-00;2140000;600;IE6;studieopdr. pastorie;€ 0.00;€ 22,990.00;€ 7,986.00;;;
BP2014_2019-1/GBB-CBS/0720-00/2140007/BESTUUR/CBS/600/IE6/U;GBB-CBS;0720-00;2140007;600;IE6;aanstelling;€ 0.00;;;;;
BP2014_2019-1/GBB-CBS/0720-00/2210700/BESTUUR/CBS/600/IE6/U;GBB-CBS;0720-00;2210700;600;IE6;Vernieuwb.St-Ermelindis;€ 0.00;;;;;
BP2014_2019-1/GBB-CBS/0720-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0720-00;6139999;600;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 8,500.00;;;;;
BP2014_2019-1/GBB-CBS/0720-01/6640000/BESTUUR/CBS/480/IE6/U;GBB-CBS;0720-01;6640000;480;IE6;investeringstoel.'12;€ 0.00;;;;;
BP2014_2019-1/GBB-CBS/0729-00/2250000/BESTUUR/CBS/600/IE6/U;GBB-CBS;0729-00;2250000;600;IE6;Erfgoedborden;€ 0.00;;;;;
BP2014_2019-1/GBB-CBS/0729-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0729-00;6159999;600;IE-GEEN;Overige exploitatiekosten;€ 900.00;€ 900.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/GBB-CBS/0729-00/6640000/BESTUUR/CBS/500/IE6/U;GBB-CBS;0729-00;6640000;500;IE6;restauratiesubsidie Berkenhof;€ 81,136.10;;;;;
BP2014_2019-1/GBB-CBS/0740-00/2200200/BESTUUR/CBS/500/IE6/U;GBB-CBS;0740-00;2200200;500;IE6;grondverw.sporthal;€ 4,605.81;;;;;
BP2014_2019-1/GBB-CBS/0740-00/2400000/BESTUUR/CBS/600/IE6/U;GBB-CBS;0740-00;2400000;600;IE6;aankoop lockers/vervangen judomatten;€ 4,000.00;;;€ 8,000.00;;
BP2014_2019-1/GBB-CBS/0740-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6001000;600;IE-GEEN;Aankoop technisch materiaal;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00;€ 9,000.00
BP2014_2019-1/GBB-CBS/0740-00/6100800/BESTUUR/CBS/430/IE-GEEN/U;GBB-CBS;0740-00;6100800;430;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);€ 251,459.92;€ 251,459.92;€ 251,459.92;€ 5.00;;
BP2014_2019-1/GBB-CBS/0740-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6103001;600;IE-GEEN;Benodigdheden voor gebouwen;€ 2,000.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/GBB-CBS/0740-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6103010;600;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 1,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00
BP2014_2019-1/GBB-CBS/0740-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6110000;600;IE-GEEN;Elektriciteit;€ 340.00;€ 404.50;€ 410.57;€ 416.73;€ 422.98;€ 429.32
BP2014_2019-1/GBB-CBS/0740-00/6120999/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0740-00;6120999;700;IE-GEEN;Overige verzekeringen;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00;€ 700.00
BP2014_2019-1/GBB-CBS/0740-00/6139999/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6139999;500;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 50.00;€ 50.00;€ 50.00;€ 50.00;€ 50.00;€ 50.00
BP2014_2019-1/GBB-CBS/0740-00/6141002/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6141002;600;IE-GEEN;Documentatie en abonnementen;€ 104.00;€ 110.00;€ 110.00;€ 110.00;€ 110.00;€ 110.00
BP2014_2019-1/GBB-CBS/0740-00/6141004/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6141004;600;IE-GEEN;Communicatiekosten telefoon en internet;€ 350.00;€ 350.00;€ 350.00;€ 350.00;€ 350.00;€ 350.00
BP2014_2019-1/GBB-CBS/0740-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0740-00;6141007;700;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 3.00;€ 3.00;€ 3.00;€ 3.00;€ 3.00;€ 3.00
BP2014_2019-1/GBB-CBS/0740-00/6142001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6142001;600;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 800.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00
BP2014_2019-1/GBB-CBS/0740-00/6143007/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6143007;600;IE-GEEN;Publiciteit, advertenties & info;€ 1,526.00;€ 1,550.00;€ 1,550.00;€ 1,550.00;€ 1,550.00;€ 1,550.00
BP2014_2019-1/GBB-CBS/0740-00/6149000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6149000;600;IE-GEEN;Overige administratie- en kantoorkosten;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00
BP2014_2019-1/GBB-CBS/0740-00/6150006/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6150006;600;IE-GEEN;Lidmaatschappen;€ 1,166.00;€ 1,170.00;€ 1,170.00;€ 1,170.00;€ 1,170.00;€ 1,170.00
BP2014_2019-1/GBB-CBS/0740-00/6150011/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6150011;600;IE-GEEN;Kosten werkkleding;€ 750.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00
BP2014_2019-1/GBB-CBS/0740-00/6150015/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;0740-00;6150015;800;IE-GEEN;Beheersvergoeding (dienstenvergoeding aan derden);;;€ 25,000.00;€ 50,000.00;€ 50,000.00;€ 50,000.00
BP2014_2019-1/GBB-CBS/0740-00/6150300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6150300;600;IE-GEEN;Onderhoud en herstelling technisch materieel;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00
BP2014_2019-1/GBB-CBS/0740-00/6150800/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0740-00;6150800;600;IE-GEEN;Onderhoudscontracten technisch materieel;€ 1,000.00;€ 850.00;€ 850.00;€ 850.00;€ 850.00;€ 850.00
BP2014_2019-1/GBB-CBS/0740-00/6159999/BESTUUR/CBS/419/IE-GEEN/U;GBB-CBS;0740-00;6159999;419;IE-GEEN;Overige exploitatiekosten;€ 3,262.50;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00
BP2014_2019-1/GBB-CBS/0740-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6201000;500;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 91,750.00;€ 100,967.91;€ 103,492.11;€ 106,079.41;€ 108,731.40;€ 111,449.68
BP2014_2019-1/GBB-CBS/0740-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6203000;500;IE-GEEN;Bezoldigingen contractueel personeel;€ 85,200.00;€ 91,199.30;€ 93,335.94;€ 95,645.59;€ 98,012.98;€ 100,439.56
BP2014_2019-1/GBB-CBS/0740-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6211000;500;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 12,500.00;€ 12,812.50;€ 13,132.81;€ 13,461.13;€ 13,797.66;€ 14,142.60
BP2014_2019-1/GBB-CBS/0740-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6211001;500;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 19,950.00;€ 20,748.00;€ 21,577.92;€ 22,225.26;€ 22,892.02;€ 23,578.78
BP2014_2019-1/GBB-CBS/0740-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6213000;500;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;€ 24,300.00;€ 24,907.50;€ 25,530.19;€ 26,168.44;€ 26,822.65;€ 27,493.22
BP2014_2019-1/GBB-CBS/0740-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6221100;500;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 567.60;€ 578.95;€ 590.53;€ 602.34;€ 614.39;€ 626.68
BP2014_2019-1/GBB-CBS/0740-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6223000;500;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;€ 900.00;€ 922.50;€ 945.56;€ 969.20;€ 993.43;€ 1,018.27
BP2014_2019-1/GBB-CBS/0740-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6223100;500;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 627.00;€ 639.54;€ 652.33;€ 665.38;€ 678.68;€ 692.26
BP2014_2019-1/GBB-CBS/0740-00/6230001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6230001;500;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 450.00;€ 456.75;€ 463.60;€ 470.56;€ 477.61;€ 484.78
BP2014_2019-1/GBB-CBS/0740-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6231004;500;IE-GEEN;Maaltijdcheques;€ 6,750.00;€ 6,750.00;€ 6,750.00;€ 6,750.00;€ 6,750.00;€ 6,750.00
BP2014_2019-1/GBB-CBS/0740-00/6409999/BESTUUR/CBS/100/IE-GEEN/U;GBB-CBS;0740-00;6409999;100;IE-GEEN;Overige werkingsbelastingen;€ 300.00;€ 306.00;€ 312.12;€ 318.36;€ 324.73;€ 331.22
BP2014_2019-1/GBB-CBS/0740-00/6430100/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;0740-00;6430100;800;IE-GEEN;Tussenkomst in exploitatiekosten;€ 9,688.34;€ 9,900.00;€ 10,098.00;€ 10,300.00;€ 10,506.00;€ 10,717.00
BP2014_2019-1/GBB-CBS/0740-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;0740-00;6493000;800;IE-GEEN;Onderhoud voetbalterreinen;€ 14,398.22;€ 12,000.00;€ 12,000.00;€ 10,500.00;€ 10,500.00;€ 10,500.00
BP2014_2019-1/GBB-CBS/0740-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;0740-00;6496000;500;IE-GEEN;Tussenkomst in de vakbondspremies;€ 235.00;€ 238.53;€ 242.10;€ 245.73;€ 249.42;€ 253.16
BP2014_2019-1/GBB-CBS/0740-00/6500100/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0740-00;6500100;700;IE-GEEN;FinanciÃ«le kosten leasingschulden;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;
BP2014_2019-1/GBB-CBS/0740-00/7010002/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0740-00;7010002;500;IE-GEEN;Inschrijvingsgelden;€ 55,000.00;€ 55,000.00;€ 55,000.00;€ 55,000.00;€ 55,000.00;€ 55,000.00
BP2014_2019-1/GBB-CBS/0740-00/7050001/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0740-00;7050001;500;IE-GEEN;Opbrengsten uit verhuur zalen en lokalen;€ 27,000.00;€ 29,700.00;€ 29,700.00;€ 29,700.00;€ 29,700.00;€ 29,700.00
BP2014_2019-1/GBB-CBS/0740-00/7060999/BESTUUR/CBS/430/IE-GEEN/O;GBB-CBS;0740-00;7060999;430;IE-GEEN;AGB - sporthal;€ 201,619.98;€ 201,619.98;€ 201,619.98;€ 201,619.98;;
BP2014_2019-1/GBB-CBS/0740-00/7060999/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0740-00;7060999;500;IE-GEEN;Andere opbrengsten uit concessie en verleende rechten;;;€ 6,000.00;€ 12,000.00;€ 12,000.00;€ 12,000.00
BP2014_2019-1/GBB-CBS/0740-00/7404999/BESTUUR/CBS/300/IE-GEEN/O;GBB-CBS;0740-00;7404999;300;IE-GEEN;Subsidie BLOSO;€ 23,350.00;€ 23,550.00;€ 23,750.00;€ 23,950.00;€ 24,150.00;€ 24,350.00
BP2014_2019-1/GBB-CBS/0740-00/7470000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0740-00;7470000;500;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00
BP2014_2019-1/GBB-CBS/0740-00/7590000/BESTUUR/CBS/500/IE-GEEN/O;GBB-CBS;0740-00;7590000;500;IE-GEEN;Intresten op toegestane leningen;€ 18,282.44;€ 18,282.44;€ 18,282.44;€ 18,282.44;€ 18,282.44;€ 18,282.44
BP2014_2019-1/GBB-CBS/0750-00/6100800/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;0750-00;6100800;800;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);€ 1,600.00;;;;;
BP2014_2019-1/GBB-CBS/0750-00/6102001/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;0750-00;6102001;800;IE-GEEN;Periodieke erfpachtvergoedingen;€ 0.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00
BP2014_2019-1/GBB-CBS/0750-00/6103001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0750-00;6103001;600;IE-GEEN;Benodigdheden voor gebouwen;€ 750.00;€ 2,250.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00
BP2014_2019-1/GBB-CBS/0750-00/6103010/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0750-00;6103010;600;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 2,300.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00
BP2014_2019-1/GBB-CBS/0750-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0750-00;6110000;600;IE-GEEN;Elektriciteit;€ 6,100.00;€ 1,116.50;€ 1,133.25;€ 1,150.25;€ 1,167.50;€ 1,185.01
BP2014_2019-1/GBB-CBS/0750-00/6112000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0750-00;6112000;600;IE-GEEN;Stookolie;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00
BP2014_2019-1/GBB-CBS/0750-00/6113000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;0750-00;6113000;600;IE-GEEN;Water;€ 200.00;€ 203.00;€ 206.05;€ 209.14;€ 212.27;€ 215.46
BP2014_2019-1/GBB-CBS/0750-00/6120999/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0750-00;6120999;700;IE-GEEN;Overige verzekeringen;€ 795.00;€ 810.90;€ 827.12;€ 843.66;€ 860.53;€ 877.74
BP2014_2019-1/GBB-CBS/0750-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;0750-00;6141007;700;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 1.70;€ 1.70;€ 1.70;€ 1.70;€ 1.70;€ 1.70
