Code;Actie;Actie oms.;BI;Beleidsitem oms.;AR;IE;Eerste omschrijving;U;2014;2015;2016;2017;2018;2019;;geen aanpassing;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0050-00;Patrimonium zonder maatschappelijk doel;7050002;IE-GEEN;Verhuring van gebouwen aan bedrijven;O;€ 2,800.00;€ 2,856.00;€ 2,913.12;€ 2,971.38;€ 3,030.81;€ 3,091.43;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0050-00;Patrimonium zonder maatschappelijk doel;7050003;IE-GEEN;Opbrengsten uit verpachtingen;O;€ 5,915.00;€ 5,915.00;€ 6,033.30;€ 6,033.30;€ 6,033.30;€ 6,153.97;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0050-00;Patrimonium zonder maatschappelijk doel;7060002;IE-GEEN;Opbrengsten uit jachtrechten;O;€ 3,472.34;€ 1,227.31;€ 1,227.31;€ 1,227.31;€ 1,227.31;€ 1,227.31;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0090-00;Overige algemene financiering;7040999;IE-GEEN;Retributie wapenwet;O;€ 400.00;€ 400.00;€ 400.00;€ 400.00;€ 400.00;€ 400.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0110-00;Secretariaat;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;7405999;IE-GEEN;Vlaamse ondersteuningspremie;O;€ 10,605.49;€ 4,810.00;€ 4,810.00;€ 4,810.00;€ 4,810.00;€ 4,810.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0111-00;Fiscale en financiële diensten;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 1,134.00;€ 1,134.00;€ 1,134.00;€ 1,134.00;€ 1,134.00;€ 1,134.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;7406999;IE-GEEN;Subsidie diversiteitsplan;O;€ 2,500.00;€ 5,000.00;;;;;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 378.00;€ 378.00;€ 378.00;€ 378.00;€ 378.00;€ 378.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;7080000;IE-GEEN;Toegekende kortingen, ristorno's en rabatten (-);O;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 378.00;€ 378.00;€ 378.00;€ 378.00;€ 378.00;€ 378.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;7020003;IE-GEEN;Verstrekken van bevolkingsgegevens;O;€ 50.00;€ 50.00;€ 50.00;€ 50.00;€ 50.00;€ 50.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;O;€ 50.00;€ 50.00;€ 50.00;€ 50.00;€ 50.00;€ 50.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 378.00;€ 378.00;€ 378.00;€ 378.00;€ 378.00;€ 378.00;;;;;;;;;;
;3.4.2.5;Ontvangen van een sectorale subsidie inzake gemeentelijke ontwikkelingssamenwerking;0160-00;Hulp aan het buitenland;7404999;IE-GEEN;Subsidie Vlaanderen Internat.gemeentelijke samenwerking;O;€ 33,000.00;€ 33,000.00;€ 33,000.00;€ 33,000.00;€ 33,000.00;€ 33,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;7404999;IE-GEEN;Federaal meerjarenplan;O;€ 32,300.00;€ 117,400.00;€ 30,300.00;€ 0.00;€ 0.00;€ 0.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;7405002;IE-GEEN;Personeelssubsidies algemeen;O;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;7406999;IE-GEEN;Subsidie scholenband;O;€ 4,000.00;€ 0.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;7000099;IE-GEEN;Opbrengsten uit andere verkopen;O;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;7040006;IE-GEEN;Tussenkomsten van verzekeringsmaatschappijen;O;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;O;€ 1,071.20;€ 1,071.20;€ 1,071.20;€ 1,071.20;€ 1,071.20;€ 1,071.20;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;7040999;IE-GEEN;terugvordering telefoonkosten;O;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;€ 100.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;7060999;IE-GEEN;AGB - gemeentehuis;O;;;€ 343,783.71;€ 343,783.71;€ 343,783.71;€ 343,783.71;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;7080000;IE-GEEN;Toegekende kortingen, ristorno's en rabatten (-);O;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;7390000;IE-GEEN;Gemeentelijke administratieve sanctie;O;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;7000005;IE-GEEN;Verkoop van voertuigen, fietsen en bromfietsen;O;€ 2,500.00;€ 2,500.00;€ 250.00;€ 250.00;;;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;O;€ 27,307.00;€ 27,307.00;€ 27,307.00;€ 27,307.00;€ 27,307.00;€ 27,307.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;7406999;IE-GEEN;subdidie opmaak bermbeheersplan;O;€ 12,545.76;;;;;;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 1,134.00;€ 1,134.00;€ 1,134.00;€ 1,134.00;€ 1,134.00;€ 1,134.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0210-00;Openbaar vervoer;7000099;IE-GEEN;Verkoop rittenkaarten De Lijn;O;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0300-00;Ophalen en verwerken van huishoudelijk afval;7000003;IE-GEEN;Verkoop van schroot/oud ijzer;O;€ 10,450.00;€ 10,450.00;€ 10,450.00;€ 10,450.00;€ 10,450.00;€ 10,450.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0300-00;Ophalen en verwerken van huishoudelijk afval;7000099;IE-GEEN;Verkoop oud papier;O;€ 44,500.00;€ 44,500.00;€ 44,500.00;€ 44,500.00;€ 44,500.00;€ 44,500.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0300-00;Ophalen en verwerken van huishoudelijk afval;7040999;IE-GEEN;Fostplus;O;€ 880.00;€ 880.00;€ 880.00;€ 880.00;€ 880.00;€ 880.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0300-00;Ophalen en verwerken van huishoudelijk afval;7040999;IE-GEEN;Ontvangsten recycl.elektr./elektron.apparaten;O;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;€ 4,500.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;7000007;IE-GEEN;Verkoop compostbakken, bio bags enz...;O;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;7000099;IE-GEEN;Verkoop compostoverschotten;O;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;€ 3,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;7040999;IE-GEEN;Ontvangsten frituuroliën en -vetten;O;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;€ 5,500.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0309-00;Overig afval- en materialenbeheer;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;7040999;IE-GEEN;Tussenkomst plaatsing infiltratie;O;€ 17,000.00;€ 17,000.00;€ 17,000.00;€ 0.00;€ 0.00;€ 0.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;7330100;IE-GEEN;Op rioolnet aangesloten en aansluitbare gebouwen;O;€ 22,000.00;€ 22,000.00;€ 22,000.00;€ 22,000.00;€ 22,000.00;€ 22,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;7406999;IE-GEEN;Subsidie infiltratiesystemen;O;€ 11,000.00;;;€ 14,000.00;;;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0319-00;Overig waterbeheer;7330200;IE-GEEN;Ontvangsten waterafvoerbijdrage (VMW);O;€ 337,200.00;€ 410,000.00;€ 410,000.00;€ 410,000.00;€ 410,000.00;€ 410,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0341-00;Erosiebestrijding;7405002;IE-GEEN;Personeelssubsidies algemeen;O;€ 8,900.00;€ 8,900.00;€ 8,900.00;€ 8,900.00;€ 8,900.00;€ 8,900.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 2,569.00;€ 2,569.00;€ 2,569.00;€ 2,569.00;€ 2,569.00;€ 2,569.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;7000008;IE-GEEN;Verkoop van infobrochures;O;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 358.00;€ 358.00;€ 358.00;€ 358.00;€ 358.00;€ 358.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;7020004;IE-GEEN;Verstrekken van Stedenbouwkundige inlichtingen;O;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 756.00;€ 756.00;€ 756.00;€ 756.00;€ 756.00;€ 756.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0620-00;Grondbeleid voor wonen;7500000;IE-GEEN;Dividenden Demer en Dijle;O;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0621-00;Bestrijding van krotwoningen;7406999;IE-GEEN;subsidie actualisatie leegstandregister;O;€ 115.00;€ 115.00;€ 115.00;€ 115.00;€ 115.00;€ 115.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0640-00;Elektriciteitsvoorziening;7599999;IE-GEEN;Dividenden intercommunale vereniging voor electriciteitsvoorziening;O;€ 183,700.00;€ 183,700.00;€ 183,700.00;€ 183,700.00;€ 183,700.00;€ 183,700.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0650-00;Gasvoorziening;7599999;IE-GEEN;Dividenden intercommunale vereniging voor gasvoorziening;O;€ 58,000.00;€ 58,000.00;€ 58,000.00;€ 58,000.00;€ 58,000.00;€ 58,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;O;€ 21,000.00;€ 21,000.00;€ 21,000.00;€ 21,000.00;€ 21,000.00;€ 21,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 378.00;€ 378.00;€ 378.00;€ 378.00;€ 378.00;€ 378.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0690-00;Overige nutsvoorzieningen;7040999;IE-GEEN;Retributie op werken aan nutsvoorzieningen;O;€ 26,091.32;€ 26,091.32;€ 26,091.32;€ 26,091.32;€ 26,091.32;€ 26,091.32;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;7000006;IE-GEEN;Verkoop van groene stroom;O;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;7040999;IE-GEEN;Terugvordering schade zaalverhuur+materiaal;O;€ 600.00;€ 600.00;€ 600.00;€ 600.00;€ 600.00;€ 600.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;7050001;IE-GEEN;Opbrengsten uit verhuur zalen en lokalen;O;€ 45,000.00;€ 49,500.00;€ 49,500.00;€ 49,500.00;€ 49,500.00;€ 49,500.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;7404999;IE-GEEN;Overige algemene werkingssubsidies;O;€ 14,913.64;€ 14,355.87;€ 14,355.87;€ 14,355.87;€ 14,355.87;€ 14,355.87;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;7405002;IE-GEEN;Personeelssubsidies algemeen;O;€ 147,951.15;€ 143,757.03;€ 146,632.17;€ 149,564.81;€ 152,556.11;€ 155,607.23;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;7409999;IE-GEEN;Eeneurosubsidie;O;€ 10,700.00;€ 10,396.68;€ 10,604.61;€ 10,816.71;€ 11,033.03;€ 11,253.69;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0701-00;Cultuurcentrum;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 2,079.00;€ 2,079.00;€ 2,079.00;€ 2,079.00;€ 2,079.00;€ 2,079.00;;;;;;;;;;
;1.1.1.5;Organiseren van jaarlijkse PC-lessen;0703-00;Openbare bibliotheken;7010003;IE-GEEN;Ontvangsten pc-lessen;O;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
;1.1.1.6;Opvolgen van digitale ontwikkelingen en uitbouw van de digitale uitleen voor de bibliotheek;0703-00;Openbare bibliotheken;7020999;IE-GEEN;Ontvangsten digitale uitleen;O;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;7020999;IE-GEEN;Ontvangsten bibliotheek;O;€ 19,000.00;€ 21,000.00;€ 21,000.00;€ 21,000.00;€ 21,000.00;€ 21,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;7404999;IE-GEEN;Subsidie participatie prov. bibliotheeksysteem;O;€ 2,580.00;€ 1,580.00;€ 1,580.00;€ 1,580.00;€ 1,580.00;€ 1,580.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;7405002;IE-GEEN;Personeelssubsidies algemeen;O;€ 55,329.13;€ 55,329.13;€ 55,329.13;€ 55,329.13;€ 55,329.13;€ 55,329.13;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;O;€ 12,000.00;€ 12,000.00;€ 12,000.00;€ 12,000.00;€ 12,000.00;€ 12,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;7406999;IE-GEEN;subsidie interbibliothecair leenverkeer;O;€ 1,200.00;€ 1,200.00;€ 1,200.00;€ 1,200.00;€ 1,200.00;€ 1,200.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0703-00;Openbare bibliotheken;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 945.00;€ 945.00;€ 945.00;€ 945.00;€ 954.00;€ 945.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;7060001;IE-GEEN;Opbrengsten uit concessies;O;€ 30,050.00;€ 32,539.00;€ 33,139.78;€ 33,752.58;€ 34,377.63;€ 35,015.18;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0709-00;Overige culturele instellingen;7070000;IE-GEEN;Doorfacturatie - nutsvoorzieningen;O;€ 6,900.00;€ 6,900.00;€ 6,900.00;€ 6,900.00;€ 6,900.00;€ 6,900.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;7010002;IE-GEEN;Inschrijvingsgelden;O;€ 55,000.00;€ 55,000.00;€ 55,000.00;€ 55,000.00;€ 55,000.00;€ 55,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;7050001;IE-GEEN;Opbrengsten uit verhuur zalen en lokalen;O;€ 27,000.00;€ 29,700.00;€ 29,700.00;€ 29,700.00;€ 29,700.00;€ 29,700.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;7060999;IE-GEEN;AGB - sporthal;O;€ 201,619.98;€ 201,619.98;€ 201,619.98;€ 201,619.98;;;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;7060999;IE-GEEN;Andere opbrengsten uit concessie en verleende rechten;O;;;€ 6,000.00;€ 12,000.00;€ 12,000.00;€ 12,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;7404999;IE-GEEN;Subsidie BLOSO;O;€ 23,350.00;€ 22,400.00;€ 22,400.00;€ 22,400.00;€ 22,400.00;€ 22,400.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0740-00;Sport;7590000;IE-GEEN;Intresten op toegestane leningen;O;€ 18,282.44;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;;;;;;
;2.2.2.7;Organiseren van kampen tijdens de vakantieperiodes;0750-00;Jeugd;7406999;IE-GEEN;subsidie week van de opvoeding;O;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;7010002;IE-GEEN;Inschrijvingsgelden;O;€ 16,900.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;€ 14,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;7050001;IE-GEEN;Opbrengsten uit verhuur zalen en lokalen;O;;€ 1,750.00;€ 1,750.00;€ 1,750.00;€ 1,750.00;€ 1,750.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;7404999;IE-GEEN;Overige algemene werkingssubsidies;O;€ 25,000.00;€ 18,706.85;€ 18,706.85;€ 18,706.85;€ 18,706.85;€ 18,706.85;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;O;€ 27,307.00;€ 27,307.00;€ 27,307.00;€ 27,307.00;€ 27,307.00;€ 27,307.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0750-00;Jeugd;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;7040002;IE-GEEN;Tussenkomsten van ouders in de maaltijden;O;€ 25,000.00;€ 25,000.00;€ 25,000.00;€ 25,000.00;€ 25,000.00;€ 25,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;7040003;IE-GEEN;Tussenkomsten van ouders in het toezicht en de bijlessen;O;€ 20,000.00;€ 25,000.00;€ 25,000.00;€ 25,000.00;€ 25,000.00;€ 25,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;7406999;IE-GEEN;Toelage schoolfruit;O;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-00;Gewoon basisonderwijs;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 2,268.00;€ 2,268.00;€ 2,268.00;€ 2,268.00;€ 2,268.00;€ 2,268.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;7000006;IE-GEEN;Verkoop van groene stroom;O;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;€ 2,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;7404999;IE-GEEN;Overige algemene werkingssubsidies;O;€ 67,500.00;€ 72,058.45;€ 72,058.45;€ 72,058.45;€ 72,058.45;€ 72,058.45;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-01;Kleuteronderwijs;7405004;IE-GEEN;Bijdragen van de overheid voor de bezoldiging van het onderwijzend personeel;O;€ 355,881.41;€ 481,599.63;€ 491,231.62;€ 501,056.25;€ 511,077.38;€ 521,298.93;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;7000006;IE-GEEN;Verkoop van groene stroom;O;€ 2,400.00;€ 2,400.00;€ 2,400.00;€ 2,400.00;€ 2,400.00;€ 2,400.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;7404999;IE-GEEN;Overige algemene werkingssubsidies;O;€ 177,750.00;€ 166,748.82;€ 166,748.82;€ 166,748.82;€ 166,748.82;€ 166,748.82;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0800-02;Lager onderwijs;7405004;IE-GEEN;Bijdragen van de overheid voor de bezoldiging van het onderwijzend personeel;O;€ 397,881.41;€ 814,779.85;€ 831,075.45;€ 847,696.96;€ 864,650.90;€ 881,943.92;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0870-00;Ochtend- en avondtoezicht;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;O;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;€ 189.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0990-00;Begraafplaatsen;7000099;IE-GEEN;Verkoop van grafkelders;O;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0990-00;Begraafplaatsen;7040999;IE-GEEN;Terugvordering kosten geneesheer;O;€ 50.00;€ 50.00;€ 50.00;€ 50.00;€ 50.00;€ 50.00;;;;;;;;;;
;GBB-CBS;Gelijkblijvend beleid CBS;0990-00;Begraafplaatsen;7060001;IE-GEEN;Begraafplaatsconcessies;O;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;€ 15,000.00;;;;;;;;;;
;3.5.1.4;;0500-00;;7406999;IE-GEEN;Overige specifieke projectsubsidies;O;€ 6,250.00;€ 6,250.00;€ 12,500.00;€ 0.00;€ 0.00;€ 0.00;;;;;;;;;;
;3.5.1.4;;0500-00;;7020999;IE-GEEN;ongebruikte cadeaubonnen;O;;€ 1,400.00;€ 2,025.00;€ 2,400.00;€ 2,650.00;€ 2,900.00;;;;;;;;;;
;GBB-CBS;;0319-00;;7406999;IE-GEEN;waterbeleid;O; € 20,000.00 ; € 20,000.00 ; € 20,000.00 ; € 20,000.00 ; € 20,000.00 ; € 20,000.00 ;;;;;;;;;;
;GBB-CBS;;0600-00;;7406999;IE-GEEN;Overige specifieke projectsubsidies;O;; € 7,500.00 ;;;;;;;;;;;;;;
;GBB-CBS;;0740-00;;4943000;IE-GEEN;Vorderingen wegens toegestane leningen die binnen het jaar vervallen;O;;€ 18,282.44;€ 18,282.44;€ 18,282.44;€ 18,282.44;€ 18,282.44;;;;;;;;;;
;gbb-cbs;;0100-00;;7440000;IE-GEEN;Pensioenen mandatarissen;O;;€ 13,200.00;€ 13,200.00;€ 13,200.00;€ 13,200.00;€ 13,200.00;;;;;;;;;;
