Actie;Actie omschrijving;Beleidsitem;Beleidsitem omschrijving;ontvangst/uitgave;Algemene rekening;Algemene rekening omschrijving;Investeringsenveloppe;Krediet 2016;Rekening 2015;Aangerekend 2016 tot nu;Nog beschikbaar;Verschil AR 2016-AR2015;Verschil % AR 2016-AR2015;;Bijkomend BW 1-2016;Krediet na BW 1-2016;Opmerkingen;invloed MJP
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6130001;Vergoedingen prestaties arbeidsgeneeskundige dienst;IE-GEEN;2000;2105,62;1032,58;967,42;-1073,04;-50,96 %;;100;2100;Vaststelling bij rekening 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6131007;Erelonen en vergoedingen voor selectie personeel;IE-GEEN;-   ;4292,09;-   ;-   ;-4292,09;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6131999;Andere erelonen en vergoedingen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;27000;26998,25;11776,42;15223,58;-15221,83;-56,38 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6143007;Publiciteit, advertenties & info;IE-GEEN;5000;-   ;2657,2;2342,8;2657,2;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;53821;53179,74;35187,68;18633,32;-17992,06;-33,83 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;22651,47;21807,53;14514,86;8136,61;-7292,67;-33,44 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;286,11;275;275;11,11;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6231000;Bijdragen aan arbeidsgeneeskundige dienst;IE-GEEN;6528,64;6012,77;3491,8;3036,84;-2520,97;-41,93 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6231004;Maaltijdcheques;IE-GEEN;1350;1596;784;566;-812;-50,88 %;;200;1550;Vaststelling bij rekening 2014+ 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0112-00;Personeelsdienst en vorming;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;48,42;46,55;-   ;48,42;-46,55;-100,00 %;;-48,42;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;2210500;Gebouwen - culturele gebouwen - gemeenschapsgoederen;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;2210800;Gebouwen - andere gebouwen - gemeenschapsgoederen;IE6;2016;-   ;-   ;2016;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;2210807;Gebouwen - andere gebouwen - gemeenschapsgoederen - Activa in aanbouw;IE6;176852,3;-   ;-   ;176852,3;-   ;-;;-   ;176852,3; vordering DSV in graad van beroep (mail advocaat 7/6/2016) - to do in MJP ;in MJP
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;2291000;Gebouwen - bedrijfsmatige MVA;IE6;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;2400000;Meubilair - gemeenschapsgoederen;IE6;12000;-   ;-   ;12000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;2420000;Kantooruitrusting - gemeenschapsgoederen;IE6;11000;-   ;4272,51;6727,49;4272,51;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;2430000;Rollend materieel - gemeenschapsgoederen;IE6;24000;-   ;-   ;24000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6040000;Aankopen van roerende goederen bestemd voor verkoop;IE-GEEN;1000;-   ;-   ;1000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6103001;Benodigdheden voor gebouwen;IE-GEEN;5000;4008,03;10625,45;-5625,45;6617,42;165,10 %;;7500;12500;allerlei voor gebouw nieuw gh;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6103010;Prestaties van derden voor onderhoud en herstelling gebouwen;IE-GEEN;6000;4908,68;10773,65;-4773,65;5864,97;119,48 %;;7500;13500;oa verhuiskosten;te bekijken
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6110000;Elektriciteit;IE-GEEN;6900;7655,34;8236,78;-1336,78;581,44;7,60 %;;12000;18900;Meerkost elekriciteit nieuw gemeentehuis;te bekijken!!!
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6111000;Gas;IE-GEEN;3000;3840,2;2526,88;473,12;-1313,32;-34,20 %;;;;? Wanneer stopzetting contract;te bekijken met Bruno BW2
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6113000;Water;IE-GEEN;1530,23;3458,21;901,12;629,11;-2557,09;-73,94 %;;469,77;2000;cfr rekening 2014 en 2015 - verhoogde tarieven?;idem
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6113001;Andere energiebronnen (houtchips);IE-GEEN;15000;790,08;1415,52;13584,48;625,44;79,16 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6131001;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;IE-GEEN;5000;4235;2961,98;2038,02;-1273,02;-30,06 %;;6000;11000;Raadsmannen RvSt brandweer en Mevrouwkesveld;bekijken bij IB2017
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6131002;Erelonen en vergoedingen consultancy;IE-GEEN;41000;17095,86;16909,75;24090,25;-186,11;-1,09 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6131004;Erelonen en vergoedingen commissies, jury & adviesraden;IE-GEEN;1500;558,01;1107,55;392,45;549,54;98,48 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6135002;Uitgegeven was en linnen;IE-GEEN;2200;2203,96;1301,44;898,56;-902,52;-40,95 %;;400;2600;svz 2016;te bekijken
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6141001;Kantoorbenodigdheden;IE-GEEN;10000;8045,7;4720,55;5279,45;-3325,15;-41,33 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6141002;Documentatie en abonnementen;IE-GEEN;13000;13494,68;5434,05;7565,95;-8060,63;-59,73 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6141004;Communicatiekosten telefoon en internet;IE-GEEN;20500;18611,52;12903,27;7596,73;-5708,25;-30,67 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6141006;Administratief drukwerk en kopieerkosten;IE-GEEN;10000;6596,54;8726,19;1273,81;2129,65;32,28 %;;1500;11500;svz 2016;idem
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;2,5;1,91;1,06;1,44;-0,85;-44,50 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6141800;Onderhoudscontracten meubilair en bureaumateriaal;IE-GEEN;1500;1005,69;504,93;995,07;-500,76;-49,79 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6142001;Aankoop klein hard- en softwaremateriaal;IE-GEEN;4000;4451,4;7313,74;-3313,74;2862,34;64,30 %;;5000;9000;klein IT-materiaal voor gebouw nieuw gh;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6142800;Onderhoudscontracten computermaterieel;IE-GEEN;73500;72857,67;36226,79;37273,21;-36630,88;-50,28 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6142999;Overige informaticakosten;IE-GEEN;10000;1292,89;2893,89;7106,11;1601;123,83 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6143001;Representatie- en receptiekosten & kosten onthaal;IE-GEEN;20000;16489,23;22466,79;-5544,87;5529,7;33,54 %;;10000;30000;Meer dan 10kEUR bijkomende uitgaven nav verhuis nieuw gemeentehuis;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6143004;Restaurantkosten;IE-GEEN;500;289,1;1132,5;-632,5;843,4;291,73 %;;250;750;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6149000;Overige administratie- en kantoorkosten;IE-GEEN;-   ;-   ;104,41;-104,41;104,41;-;;400;400;EHBO-materiaal;neen zie actie 6,1,3,1
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6150001;Aankoop klein materieel;IE-GEEN;-   ;-   ;276;-276;276;-;;500;500;;idem
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6150003;Kosten van bewaking en veiligheid;IE-GEEN;21000;11331,82;5500;15500;-5831,82;-51,46 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6150004;Controle- en keuringsorganismen technisch materieel;IE-GEEN;-   ;80,15;-   ;-   ;-80,15;-100,00 %;;100;100;nazicht brandblussers niet voorzien in MJP;idem
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6150006;Lidmaatschappen;IE-GEEN;11600;11007,48;10422,42;1177,58;-585,06;-5,32 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6150011;Kosten werkkleding;IE-GEEN;400;-   ;208,54;191,46;208,54;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6150800;Onderhoudscontracten technisch materieel;IE-GEEN;1750;1667,49;147,8;1602,2;-1519,69;-91,14 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6160001;Aankoop benodigdheden voor voertuigen;IE-GEEN;300;192,03;33,72;266,28;-158,31;-82,44 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6160003;Controle- en keuringskosten voertuigen;IE-GEEN;100;-   ;-   ;100;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6160004;Olie en brandstof voor voertuigen;IE-GEEN;1000;641,19;286,92;713,08;-354,27;-55,25 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6160300;Onderhoud en herstelling voertuigen;IE-GEEN;350;146,08;33,03;316,97;-113,05;-77,39 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;246470;243680,42;160114,8;86355,2;-83565,62;-34,29 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;604,79;-   ;-   ;-604,79;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;43258;42716,76;25328,59;17929,41;-17388,17;-40,71 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6203100;Vakantiegeld contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;105630;99358,22;65631,08;39998,92;-33727,14;-33,94 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;12575;12370,76;6950,73;5624,27;-5420,03;-43,81 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;1629,12;1485,37;1509,2;119,92;23,83;1,60 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;400;396,68;222,88;177,12;-173,8;-43,81 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;183,11;176;176;7,11;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6231004;Maaltijdcheques;IE-GEEN;8100;8176;4459;3641;-3717;-45,46 %;;400;8500;Vaststelling bij rekening 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6400008;Bijdragen reprobel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6400009;Belastingen en taksen op rollend materieel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6409999;Overige werkingsbelastingen;IE-GEEN;100;61,97;-   ;100;-61,97;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6430000;Vergoeding schadegevallen;IE-GEEN;500;-   ;-   ;500;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;290,52;279,3;-   ;290,52;-279,3;-100,00 %;;-290,52;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0119-00;Overige algemene diensten;U;6599999;Overige diverse financiÃ«le kosten;IE-GEEN;1350;1293,3;536,58;813,42;-756,72;-58,51 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;2410000;Informaticamaterieel - gemeenschapsgoederen;IE6;17900;-   ;-   ;17900;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;3,5;3,18;1,5;2;-1,68;-52,83 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6150008;Kosten aflevering electronische id;IE-GEEN;70000;83750,68;47153,3;22846,7;-36597,38;-43,70 %;;20000;90000;Verhoging nav rekening 2015+ reeds meer dan de helft van budget gebruikt;idem
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6159999;Overige exploitatiekosten;IE-GEEN;19000;19416,23;8267,24;10732,76;-11148,99;-57,42 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6201000;Bezoldigingen vastbenoemd personeel;IE-GEEN;69414;68058,04;44915,25;24498,75;-23142,79;-34,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6201100;Vakantiegeld vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6202000;Bezoldigingen gesubsidieerde contractuelen;IE-GEEN;-   ;10876;-   ;-   ;-10876;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6202100;Vakantiegeld gesubsidieerde contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;69991,7;58733,05;34543,78;35447,92;-24189,27;-41,19 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6203100;Vakantiegeld contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6211000;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;IE-GEEN;28168;27349,51;18349,16;9818,84;-9000,35;-32,91 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6211001;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6212000;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;IE-GEEN;-   ;480,15;-   ;-   ;-480,15;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;20707,01;17397,35;9269,11;11437,9;-8128,24;-46,72 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6221100;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;IE-GEEN;612,28;588,5;588,5;23,78;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6222000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;IE-GEEN;-   ;82,83;-   ;-   ;-82,83;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6222100;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;IE-GEEN;-   ;363;-   ;-   ;-363;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;646,33;563,42;297,17;349,16;-266,25;-47,26 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;682,09;292,6;705,1;-23,01;412,5;140,98 %;;25;707,09;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6231004;Maaltijdcheques;IE-GEEN;5400;5418;2674;2726;-2744;-50,65 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0130-00;Administratieve dienstverlening;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;193,68;186,2;-   ;193,68;-186,2;-100,00 %;;-193,68;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;U;6141007;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);IE-GEEN;1;0,96;0,56;0,44;-0,4;-41,67 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;U;6159999;Overige exploitatiekosten;IE-GEEN;5000;4502,9;1056,47;3943,53;-3446,43;-76,54 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;U;6203000;Bezoldigingen contractueel personeel;IE-GEEN;23138;21246,94;12664,33;10473,67;-8582,61;-40,39 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;U;6203100;Vakantiegeld contractuelen;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;U;6213000;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;IE-GEEN;6986,66;6222,88;3475,4;3511,26;-2747,48;-44,15 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;U;6223000;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;IE-GEEN;262,66;199,54;111,41;151,25;-88,13;-44,17 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;U;6223100;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;IE-GEEN;112,23;63,25;63,25;48,98;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;U;6231004;Maaltijdcheques;IE-GEEN;1350;812;427;923;-385;-47,41 %;;-400;950;Vaststelling bij rekening 2014+ 2015;idem
GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;U;6493000;Toegestane werkingssubsidies aan verenigingen;IE-GEEN;25400;25400;3000;22400;-22400;-88,19 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0160-00;Hulp aan het buitenland;U;6496000;Tussenkomst in de vakbondspremies;IE-GEEN;48,42;46,55;-   ;48,42;-46,55;-100,00 %;;-48,42;-   ;Correctie JBR 6231003 ipv 6496000;idem
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;2291000;Gebouwen - bedrijfsmatige MVA;IE6;9000;-   ;-   ;9000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6100800;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6120150;Burgerlijke aansprakelijkheid;IE-GEEN;22368,6;17639,39;18829,6;3539;1190,21;6,75 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6120160;Verzekering voertuigen;IE-GEEN;10924,2;9115,73;9051;1873,2;-64,73;-0,71 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6139999;Andere erelonen en vergoedingen voor prestaties van derden;IE-GEEN;-   ;-   ;250,97;-250,97;250,97;-;;251;251;Sabam muziek wachtruimte nieuw GH;idem
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6141005;Procedure- en vervolgingskosten;IE-GEEN;1000;555;-   ;1000;-555;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6143005;Reis- en verblijfkosten (Dienstverplaatsing);IE-GEEN;4500;4344,36;2779,3;1720,7;-1565,06;-36,03 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6143007;Publiciteit, advertenties & info;IE-GEEN;6500;1219,64;125,11;6374,89;-1094,53;-89,74 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6149000;Overige administratie- en kantoorkosten;IE-GEEN;100;36,92;37,03;62,97;0,11;0,30 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6160300;Onderhoud en herstelling voertuigen;IE-GEEN;1500;72,54;-   ;1500;-72,54;-100,00 %;;-500;1000;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6230001;Kosten voor verplaatsingen van en naar het werk;IE-GEEN;4120,9;3032,64;2727,98;1392,92;-304,66;-10,05 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6231005;Verzekering arbeidsongevallen;IE-GEEN;46713,96;34919,93;34919,93;11794,03;-   ;0,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6239999;Overige personeelskosten;IE-GEEN;2000;-   ;-   ;2000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6430000;Vergoeding schadegevallen;IE-GEEN;500;-   ;-   ;500;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6479999;Overige diverse operationele kosten;IE-GEEN;3000;-   ;-   ;3000;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6492000;Toegestane werkingssubsidies aan bedrijven;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6500100;FinanciÃ«le kosten leasingschulden;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6570002;Verwijlintresten;IE-GEEN;150;34,18;12,91;137,09;-21,27;-62,23 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0190-00;Overig algemeen bestuur;U;6599999;Overige diverse financiÃ«le kosten;IE-GEEN;-   ;-   ;-   ;-   ;-   ;-;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;2140007;Plannen en studies - Activa in aanbouw;IE6;371378,19;2971,97;2665,96;368712,23;-306,01;-10,30 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;2210100;Gebouwen - administratieve gebouwen - gemeenschapsgoederen;IE6;26087,18;6622,82;-   ;26087,18;-6622,82;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;2240007;Wegen - Activa in aanbouw;IE6;-   ;31781,73;-   ;-   ;-31781,73;-100,00 %;;;;;
GBB-CBS;Gelijkblijvend beleid CBS;0200-00;Wegen;U;2250000;Overige infrastructuur betreffende de wegen;IE6;21201,11;9298,89;-   ;21201,11;-9298,89;-100,00 %;;;;;
