Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;2016;2017;2018;2019;2020;2021
BP2014_2021-3/GBB-CBS/0703-00/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;158;161;164;167;167;167
BP2014_2021-3/GBB-CBS/0703-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);2;4.5;4.5;4.5;4.5;4.5
BP2014_2021-3/GBB-CBS/0703-00/6141999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6141999;IE-GEEN;Overige administratiekosten;700;700;700;700;700;700
BP2014_2021-3/GBB-CBS/0703-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;€ 2.000,00;750;750;750;750;750
BP2014_2021-3/GBB-CBS/0703-00/6142800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;€ 7.000,00;€ 7.000,00;€ 7.000,00;€ 7.000,00;€ 7.000,00;€ 7.000,00
BP2014_2021-3/GBB-CBS/0703-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;250;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0703-00/6150002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6150002;IE-GEEN;Collecties, schoolboeken en schoolmateriaal;€ 34.000,00;€ 34.000,00;€ 34.000,00;€ 34.000,00;€ 34.000,00;€ 34.000,00
BP2014_2021-3/GBB-CBS/0703-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;50;50;50;50;50;50
BP2014_2021-3/GBB-CBS/0703-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0703-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 80.450,83;€ 83.487,10;€ 79.074,28;€ 81.213,64;€ 83.418,31;€ 85.678,77
BP2014_2021-3/GBB-CBS/0703-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 45.737,78;€ 46.881,22;€ 55.053,26;€ 56.254,59;€ 57.517,32;€ 58.780,26
BP2014_2021-3/GBB-CBS/0703-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 33.222,00;€ 33.652,55;€ 34.297,13;€ 35.279,55;€ 35.726,66;€ 36.619,83
BP2014_2021-3/GBB-CBS/0703-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0703-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 13.498,07;€ 13.760,52;€ 14.029,54;€ 14.305,28;€ 14.266,10;€ 14.622,76
BP2014_2021-3/GBB-CBS/0703-00/6219000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6219000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - Sociale Maribel (-);€ -17.125,03;€ -17.125,03;€ -17.125,03;€ -17.125,03;€ -17.125,03;€ 17.125,03
BP2014_2021-3/GBB-CBS/0703-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;552.33000000000004;565.38;578.67999999999995;592.26;592.26;592.26
BP2014_2021-3/GBB-CBS/0703-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;525.30999999999995;866.35;883.67;901.35;919.37;937.76
BP2014_2021-3/GBB-CBS/0703-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;843.45;860.32;877.53;895.08;895.08;895.08
BP2014_2021-3/GBB-CBS/0703-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 1.948,36;€ 1.673,09;€ 1.698,18;€ 1.723,65;€ 1.723,65;€ 1.723,65
BP2014_2021-3/GBB-CBS/0703-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6231003;IE-GEEN;Vakbondspremies;290.52;294.88;299.3;303.79000000000002;303.79000000000002;303.79000000000002
BP2014_2021-3/GBB-CBS/0703-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6231004;IE-GEEN;Maaltijdcheques;€ 5.500,00;€ 5.500,00;€ 5.500,00;€ 5.500,00;€ 5.500,00;€ 5.500,00
BP2014_2021-3/GBB-CBS/0703-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0703-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;3;0;;
BP2014_2021-3/GBB-CBS/0703-00/7000001/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7000001;IE-GEEN;Verkoop van collecties;400;400;400;400;400;400
BP2014_2021-3/GBB-CBS/0703-00/7020999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7020999;IE-GEEN;Ontvangsten bibliotheek;€ 23.000,00;€ 23.000,00;€ 23.000,00;€ 23.000,00;€ 23.000,00;€ 23.000,00
BP2014_2021-3/GBB-CBS/0703-00/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7404999;IE-GEEN;Subsidie participatie prov. bibliotheeksysteem;€ 1.580,00;0;0;0;;
BP2014_2021-3/GBB-CBS/0703-00/7405002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7405002;IE-GEEN;Personeelssubsidies algemeen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0703-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;€ 1.004,81;580.45000000000005;580.45000000000005;580.45000000000005;580.45000000000005;580.45000000000005
BP2014_2021-3/GBB-CBS/0703-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7406999;IE-GEEN;subsidie interbibliothecair leenverkeer;€ 1.000,00;€ 1.000,00;0;0;;
BP2014_2021-3/GBB-CBS/0703-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0703-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;750;750;750;750;750;750
BP2014_2021-3/GBB-CBS/0709-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0709-00;2300000;IE6;Overdracht krediet van 2015 naar 2016;0;€ 8.000,00;;;;
BP2014_2021-3/GBB-CBS/0709-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 18.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00
BP2014_2021-3/GBB-CBS/0709-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00;€ 4.000,00
BP2014_2021-3/GBB-CBS/0709-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6110000;IE-GEEN;Elektriciteit;€ 10.400,00;€ 10.400,00;€ 10.400,00;€ 10.400,00;€ 10.400,00;€ 10.400,00
BP2014_2021-3/GBB-CBS/0709-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6111000;IE-GEEN;Gas;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00;€ 20.000,00
BP2014_2021-3/GBB-CBS/0709-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6113000;IE-GEEN;Water;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00;€ 3.500,00
BP2014_2021-3/GBB-CBS/0709-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;€ 5.500,00;€ 5.500,00;€ 5.500,00;€ 5.500,00;€ 5.500,00;€ 5.500,00
BP2014_2021-3/GBB-CBS/0709-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0709-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00
BP2014_2021-3/GBB-CBS/0709-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;€ 2.000,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0709-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;250;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0709-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0709-00/6400001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6400001;IE-GEEN;Roerende voorheffing;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00
BP2014_2021-3/GBB-CBS/0709-00/6409999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6409999;IE-GEEN;Overige werkingsbelastingen;0;;;;;
BP2014_2021-3/GBB-CBS/0709-00/6430100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0709-00;6430100;IE-GEEN;Tussenkomst in exploitatiekosten;€ 1.700,00;€ 1.700,00;€ 1.700,00;€ 1.700,00;€ 1.700,00;€ 1.700,00
BP2014_2021-3/GBB-CBS/0709-00/7000006/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0709-00;7000006;IE-GEEN;Verkoop van groene stroom;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00;€ 2.000,00
BP2014_2021-3/GBB-CBS/0709-00/7000099/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0709-00;7000099;IE-GEEN;Opbrengsten uit andere verkopen;25;25;25;25;25;25
BP2014_2021-3/GBB-CBS/0709-00/7060001/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0709-00;7060001;IE-GEEN;Opbrengsten uit concessies;€ 29.850,00;€ 30.000,00;€ 30.000,00;€ 30.000,00;€ 30.000,00;€ 30.000,00
BP2014_2021-3/GBB-CBS/0709-00/7070000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0709-00;7070000;IE-GEEN;Doorfacturatie - nutsvoorzieningen;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00;€ 5.000,00
BP2014_2021-3/GBB-CBS/0710-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0710-00;6159999;IE-GEEN;Feest. & plechtigheden : techn. benod. vr rechts. verbruik;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00
BP2014_2021-3/GBB-CBS/0710-00/6491000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0710-00;6491000;IE-GEEN;Geboortepremie;€ 7.000,00;€ 7.000,00;€ 7.000,00;€ 7.000,00;;
BP2014_2021-3/GBB-CBS/0719-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0719-00;6110000;IE-GEEN;Elektriciteit;€ 1.178,73;€ 1.192,66;€ 1.206,80;€ 1.171,15;€ 1.100,00;€ 1.100,00
BP2014_2021-3/GBB-CBS/0720-00/1500000/BESTUUR/CBS/IE6/O;GBB-CBS;0720-00;1500000;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/GBB-CBS/0720-00/2140000/BESTUUR/CBS/IE6/U;GBB-CBS;0720-00;2140000;IE6;Plannen en studies;€ 18.585,60;€ 12.390,40;;;;
BP2014_2021-3/GBB-CBS/0729-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0729-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0729-00/6640000/BESTUUR/CBS/IE6/U;GBB-CBS;0729-00;6640000;IE6;Toegestane investeringssubsidies;0;;;;;
BP2014_2021-3/GBB-CBS/0740-00/2200200/BESTUUR/CBS/IE6/U;GBB-CBS;0740-00;2200200;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/GBB-CBS/0740-00/2200500/BESTUUR/CBS/IE6/U;GBB-CBS;0740-00;2200500;IE6;Onbebouwde terreinen - sport- en speelpleinen - gemeenschapsgoederen;€ 146.000,00;;€ 35.000,00;;;
BP2014_2021-3/GBB-CBS/0740-00/2210400/BESTUUR/CBS/IE6/U;GBB-CBS;0740-00;2210400;IE6;Gebouwen - sportgebouwen en jeugdgebouwen - gemeenschapsgoederen;;;;;€ 250.000,00;
BP2014_2021-3/GBB-CBS/0740-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0740-00;2400000;IE6;Overdracht krediet van 2015 naar 2016;0;€ 8.000,00;;;;
BP2014_2021-3/GBB-CBS/0740-00/2430000/BESTUUR/CBS/IE6/U;GBB-CBS;0740-00;2430000;IE6;tractor onderhoud kunstgrasveld;€ 6.065,73;;;;;
BP2014_2021-3/GBB-CBS/0740-00/4943000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;4943000;IE-GEEN;Vorderingen wegens toegestane leningen die binnen het jaar vervallen;€ 18.282,44;€ 18.282,44;€ 18.282,44;€ 18.282,44;€ 18.282,44;€ 18.282,44
BP2014_2021-3/GBB-CBS/0740-00/6001000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6001000;IE-GEEN;Aankoop technisch materiaal;€ 9.000,00;€ 9.000,00;€ 9.000,00;€ 9.000,00;€ 9.000,00;€ 9.000,00
BP2014_2021-3/GBB-CBS/0740-00/6100800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6100800;IE-GEEN;Huur en huurlasten van gehuurde onroerende goederen (lange termijn);€ 251.460,00;5;;;;
BP2014_2021-3/GBB-CBS/0740-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0740-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;€ 2.800,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0740-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6110000;IE-GEEN;Elektriciteit;500;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0740-00/6120999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6120999;IE-GEEN;Overige verzekeringen;700;700;700;700;730;740
BP2014_2021-3/GBB-CBS/0740-00/6139999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0740-00/6141002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6141002;IE-GEEN;Documentatie en abonnementen;115;120;120;120;120;120
BP2014_2021-3/GBB-CBS/0740-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;200;200;200;200;200;200
BP2014_2021-3/GBB-CBS/0740-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);4;7;7;7;7;7
BP2014_2021-3/GBB-CBS/0740-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;0;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0740-00/6143007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6143007;IE-GEEN;Publiciteit, advertenties & info;€ 1.550,00;€ 1.550,00;€ 1.550,00;€ 1.550,00;€ 1.550,00;€ 1.550,00
BP2014_2021-3/GBB-CBS/0740-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;750;750;750;750;750;750
BP2014_2021-3/GBB-CBS/0740-00/6150006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6150006;IE-GEEN;Lidmaatschappen;€ 1.220,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00;€ 1.200,00
BP2014_2021-3/GBB-CBS/0740-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6150011;IE-GEEN;Kosten werkkleding;800;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0740-00/6150015/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6150015;IE-GEEN;Beheersvergoeding (dienstenvergoeding aan derden);€ 25.059,48;€ 50.269,32;€ 50.420,12;€ 50.571,39;€ 50.723,10;€ 50.875,27
BP2014_2021-3/GBB-CBS/0740-00/6150300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6150300;IE-GEEN;Onderhoud en herstelling technisch materieel;500;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00;€ 1.000,00
BP2014_2021-3/GBB-CBS/0740-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;€ 1.150,00;850;850;850;850;850
BP2014_2021-3/GBB-CBS/0740-00/6153501/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6153501;IE-GEEN;Aankoop houtsnippers;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00;€ 2.500,00
BP2014_2021-3/GBB-CBS/0740-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6159999;IE-GEEN;Overige exploitatiekosten;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0740-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 87.567,73;€ 88.756,93;€ 91.000,85;€ 93.300,87;€ 95.303,11;€ 97.685,69
BP2014_2021-3/GBB-CBS/0740-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 83.965,42;€ 106.989,55;€ 128.564,29;€ 130.690,90;€ 132.914,07;€ 135.236,93
BP2014_2021-3/GBB-CBS/0740-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 35.060,73;€ 35.786,39;€ 36.689,68;€ 37.721,38;€ 38.484,78;€ 39.446,90
BP2014_2021-3/GBB-CBS/0740-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0740-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;€ 24.530,19;€ 26.168,44;€ 26.822,65;€ 27.493,22;€ 26.630,42;€ 27.296,18
BP2014_2021-3/GBB-CBS/0740-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;740.53;752.34;764.39;776.68;776.68;776.68
BP2014_2021-3/GBB-CBS/0740-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;795.56;€ 1.593,16;€ 1.625,02;€ 1.657,52;€ 1.690,67;€ 1.724,49
BP2014_2021-3/GBB-CBS/0740-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;652.33000000000004;665.38;678.68;692.26;692.26;692.26
BP2014_2021-3/GBB-CBS/0740-00/6230001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6230001;IE-GEEN;Kosten voor verplaatsingen van en naar het werk;€ 1.163,60;€ 1.170,56;€ 1.177,61;€ 1.184,78;€ 1.184,78;€ 1.184,78
BP2014_2021-3/GBB-CBS/0740-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6231003;IE-GEEN;Vakbondspremies;242.1;245.73;249.42;253.16;253.16;253.16
BP2014_2021-3/GBB-CBS/0740-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6231004;IE-GEEN;Maaltijdcheques;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00;€ 7.500,00
BP2014_2021-3/GBB-CBS/0740-00/6430100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6430100;IE-GEEN;Tussenkomst in exploitatiekosten;€ 10.098,00;€ 10.300,00;€ 10.506,00;€ 10.717,00;€ 10.931,34;€ 11.149,97
BP2014_2021-3/GBB-CBS/0740-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6493000;IE-GEEN;Onderhoud voetbalterreinen;€ 12.000,00;€ 12.000,00;€ 12.000,00;€ 12.000,00;€ 12.000,00;€ 12.000,00
BP2014_2021-3/GBB-CBS/0740-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0740-00/6500100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0740-00;6500100;IE-GEEN;FinanciÃ«le kosten leasingschulden;0;0;;;;
BP2014_2021-3/GBB-CBS/0740-00/6640000/BESTUUR/CBS/IE6/U;GBB-CBS;0740-00;6640000;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/GBB-CBS/0740-00/7010002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7010002;IE-GEEN;Inschrijvingsgelden;€ 5.000,00;€ 50.000,00;€ 50.000,00;€ 50.000,00;€ 50.000,00;€ 50.000,00
BP2014_2021-3/GBB-CBS/0740-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;€ 5.046,50;€ 10.000,00;€ 10.000,00;€ 10.000,00;;
BP2014_2021-3/GBB-CBS/0740-00/7050001/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7050001;IE-GEEN;Opbrengsten uit verhuur zalen en lokalen;€ 29.700,00;€ 29.700,00;€ 29.700,00;€ 29.700,00;€ 29.700,00;€ 29.700,00
BP2014_2021-3/GBB-CBS/0740-00/7060999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7060999;IE-GEEN;AGB - sporthal;€ 207.619,98;0;0;0;;
BP2014_2021-3/GBB-CBS/0740-00/7404999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7404999;IE-GEEN;Subsidie BLOSO;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0740-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7405999;IE-GEEN;Overige werkingstoelage aangaande personeelsaangelegenheden;€ 2.115,28;€ 1.216,50;€ 1.216,50;€ 1.216,50;€ 1.216,50;€ 1.216,50
BP2014_2021-3/GBB-CBS/0740-00/7406999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7406999;IE-GEEN;Overige specifieke projectsubsidies;€ 7.569,75;€ 15.314,08;€ 15.696,93;€ 16.010,87;;
BP2014_2021-3/GBB-CBS/0740-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;€ 1.100,00;€ 1.100,00;€ 1.100,00;€ 1.100,00;€ 1.100,00;€ 1.100,00
BP2014_2021-3/GBB-CBS/0740-00/7590000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0740-00;7590000;IE-GEEN;Intresten op toegestane leningen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0750-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0750-00;2300000;IE6;Installaties, machines en uitrusting - gemeenschapsgoederen;€ 1.333,42;;;;;
BP2014_2021-3/GBB-CBS/0750-00/6102001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6102001;IE-GEEN;Periodieke erfpachtvergoedingen;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00;€ 1.500,00
BP2014_2021-3/GBB-CBS/0750-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;€ 2.000,00;750;750;750;750;750
BP2014_2021-3/GBB-CBS/0750-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0750-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;750;500;500;500;500;500
