Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;Bedrag (Bj+0);Bedrag (Bj+1);Bedrag (Bj+2);Bedrag (Bj+3);Bedrag (Bj+4);Bedrag (Bj+5)
BP2014_2021-3/GBB-CBS/0110-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0110-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0110-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;400;663;676.26;689.79;703.58;717.65
BP2014_2021-3/GBB-CBS/0110-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;242.62;247.47;252.42;257.47000000000003;257.47000000000003;257.47000000000003
BP2014_2021-3/GBB-CBS/0110-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6231003;IE-GEEN;Vakbondspremies;96.84;98.29;99.77;101.26;101.26;101.26
BP2014_2021-3/GBB-CBS/0110-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6231004;IE-GEEN;Maaltijdcheques;2700;2700;2700;2700;2700;2700
BP2014_2021-3/GBB-CBS/0110-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0110-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0110-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;300;370;370;370;370;370
BP2014_2021-3/GBB-CBS/0111-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;0;2500;2500;2500;2500;2500
BP2014_2021-3/GBB-CBS/0111-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);0;0;0;0;;
BP2014_2021-3/GBB-CBS/0111-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;142731.24;145534.48000000001;154997.98000000001;156221.87;161550.24;166985.18
BP2014_2021-3/GBB-CBS/0111-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;51906;53567.72;55574.75;57364.12;58798.22;60268.18
BP2014_2021-3/GBB-CBS/0111-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0111-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;469.22;478.6;488.18;497.94;497.94;497.94
BP2014_2021-3/GBB-CBS/0111-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6231003;IE-GEEN;Vakbondspremies;96.84;98.29;99.77;101.26;101.26;101.26
BP2014_2021-3/GBB-CBS/0111-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6231004;IE-GEEN;Maaltijdcheques;2700;3100;3100;3100;3100;3100
BP2014_2021-3/GBB-CBS/0111-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0111-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;10500;10000;10000;10000;10000;10000
BP2014_2021-3/GBB-CBS/0111-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7405999;IE-GEEN;Vlaamse ondersteuningspremie;7200;7200;7200;7200;7200;5760
BP2014_2021-3/GBB-CBS/0111-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;350;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0111-00/7599999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7599999;IE-GEEN;Andere financiÃ«le opbrengsten;5;5;5;5;5;5
BP2014_2021-3/GBB-CBS/0112-00/6130001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6130001;IE-GEEN;Vergoedingen prestaties arbeidsgeneeskundige dienst;2100;2500;2500;2500;2500;2500
BP2014_2021-3/GBB-CBS/0112-00/6131007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6131007;IE-GEEN;Erelonen en vergoedingen voor selectie personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0112-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);29000;29000;29000;29000;29000;29000
BP2014_2021-3/GBB-CBS/0112-00/6143007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6143007;IE-GEEN;Publiciteit, advertenties & info;5000;5000;3000;3000;3000;3000
BP2014_2021-3/GBB-CBS/0112-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;53821;55166.52;56545.69;57959.33;58074.07;59235.55
BP2014_2021-3/GBB-CBS/0112-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;22051.47;23217.759999999998;23798.21;24393.16;23839.95;24316.75
BP2014_2021-3/GBB-CBS/0112-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0112-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;286.11;291.83;297.67;303.62;303.62;303.62
BP2014_2021-3/GBB-CBS/0112-00/6231000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231000;IE-GEEN;Bijdragen aan arbeidsgeneeskundige dienst;6928.64;7038.61;7249.87;7467.46;7691.48;7922.23
BP2014_2021-3/GBB-CBS/0112-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231003;IE-GEEN;Vakbondspremies;48.42;49.15;49.88;50.63;50.63;50.63
BP2014_2021-3/GBB-CBS/0112-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231004;IE-GEEN;Maaltijdcheques;1550;1600;1600;1600;1600;1600
BP2014_2021-3/GBB-CBS/0112-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0112-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0112-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;250;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0119-00/2210800/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2210800;IE6;Overdracht krediet van 2015 naar 2016;0;;;;;
BP2014_2021-3/GBB-CBS/0119-00/2210807/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2210807;IE6;Gebouwen - andere gebouwen - gemeenschapsgoederen - Activa in aanbouw;0;;;;;
BP2014_2021-3/GBB-CBS/0119-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2400000;IE6;kleine investeringen in meubilair en uitrusting;5000;12000;5000;5000;5000;5000
BP2014_2021-3/GBB-CBS/0119-00/2420000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2420000;IE6;Kantooruitrusting - gemeenschapsgoederen;11000;;;;;
BP2014_2021-3/GBB-CBS/0119-00/2430000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2430000;IE6;Rollend materieel - gemeenschapsgoederen;;24000;;;;
BP2014_2021-3/GBB-CBS/0119-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;1000;1000;1000;1000;1000;1000
BP2014_2021-3/GBB-CBS/0119-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;15500;3800;3800;3800;3800;3800
BP2014_2021-3/GBB-CBS/0119-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;13500;7000;7000;7000;7000;7000
BP2014_2021-3/GBB-CBS/0119-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6110000;IE-GEEN;Elektriciteit;21400;16900;16900;16900;16900;16900
BP2014_2021-3/GBB-CBS/0119-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6111000;IE-GEEN;Gas;4000;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6113000;IE-GEEN;Water;3000;1545.68;1561.36;1577.28;1600;1600
BP2014_2021-3/GBB-CBS/0119-00/6113001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6113001;IE-GEEN;Andere energiebronnen (houtchips);7000;15000;15000;10000;10000;10000
BP2014_2021-3/GBB-CBS/0119-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;11000;3000;3000;3000;3000;3000
BP2014_2021-3/GBB-CBS/0119-00/6131002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;41000;17000;19500;13000;15000;15000
BP2014_2021-3/GBB-CBS/0119-00/6131004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131004;IE-GEEN;Presentiegelden van commissies en jury's;1500;1500;1000;1000;1000;1000
BP2014_2021-3/GBB-CBS/0119-00/6135002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6135002;IE-GEEN;Uitgegeven was en linnen;2600;2600;2600;2600;2600;2600
BP2014_2021-3/GBB-CBS/0119-00/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141001;IE-GEEN;Kantoorbenodigdheden;10000;10000;10000;10000;10000;10000
BP2014_2021-3/GBB-CBS/0119-00/6141002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141002;IE-GEEN;Documentatie en abonnementen;11000;11000;11000;11000;11000;11000
BP2014_2021-3/GBB-CBS/0119-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;22500;21500;21500;21500;21500;21500
BP2014_2021-3/GBB-CBS/0119-00/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;14000;14000;14000;14000;14000;14000
BP2014_2021-3/GBB-CBS/0119-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);2.5;4;4;4;4;4
BP2014_2021-3/GBB-CBS/0119-00/6141800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141800;IE-GEEN;Onderhoudscontracten meubilair en bureaumateriaal;1500;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;14000;4000;4000;4000;4000;4000
BP2014_2021-3/GBB-CBS/0119-00/6142800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;68500;73500;73500;73500;80500;80500
BP2014_2021-3/GBB-CBS/0119-00/6142999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142999;IE-GEEN;Overige informaticakosten;10000;1000;1000;1000;1000;1000
BP2014_2021-3/GBB-CBS/0119-00/6143001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6143001;IE-GEEN;Representatie- en receptiekosten & kosten onthaal;31000;20000;20000;20000;20000;20000
BP2014_2021-3/GBB-CBS/0119-00/6143004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6143004;IE-GEEN;Restaurantkosten;1500;500;500;500;500;500
BP2014_2021-3/GBB-CBS/0119-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;400;400;400;400;400;400
BP2014_2021-3/GBB-CBS/0119-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150001;IE-GEEN;Aankoop klein materieel;500;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0119-00/6150003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150003;IE-GEEN;Kosten van bewaking en veiligheid;21000;21000;21000;21000;21000;21000
BP2014_2021-3/GBB-CBS/0119-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0119-00/6150006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150006;IE-GEEN;Lidmaatschappen;11600;11600;11600;11600;11600;11600
BP2014_2021-3/GBB-CBS/0119-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150011;IE-GEEN;Kosten werkkleding;400;900;900;900;900;900
BP2014_2021-3/GBB-CBS/0119-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;1750;1750;1750;1750;1750;1750
BP2014_2021-3/GBB-CBS/0119-00/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;300;300;300;300;300;300
BP2014_2021-3/GBB-CBS/0119-00/6160003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0119-00/6160004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160004;IE-GEEN;Olie en brandstof voor voertuigen;1000;1000;1000;1000;1000;1000
BP2014_2021-3/GBB-CBS/0119-00/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;350;350;350;350;350;350
BP2014_2021-3/GBB-CBS/0119-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;243470;249031.75;255357.51;261741.45;268284.99;274992.11
BP2014_2021-3/GBB-CBS/0119-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;43958;45139.45;46897.69;48070.13;49271.89;50503.68
BP2014_2021-3/GBB-CBS/0119-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;99230;101670.75;104192.49;106797.3;109467.23;112203.91
BP2014_2021-3/GBB-CBS/0119-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;12775;13089.37;13411.61;13741.9;14033.77;14384.61
BP2014_2021-3/GBB-CBS/0119-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;1629.12;1655.7;1682.82;1710.47;1710.47;1710.47
BP2014_2021-3/GBB-CBS/0119-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;408;831.61;848.24;865.2;882.51;900.16
BP2014_2021-3/GBB-CBS/0119-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;176;186.77;190.51;194.32;194.32;194.32
BP2014_2021-3/GBB-CBS/0119-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6231003;IE-GEEN;Vakbondspremies;290.52;294.88;299.3;303.79000000000002;303.79000000000002;303.79000000000002
BP2014_2021-3/GBB-CBS/0119-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6231004;IE-GEEN;Maaltijdcheques;8500;8300;8300;8300;8300;8300
BP2014_2021-3/GBB-CBS/0119-00/6400008/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6400008;IE-GEEN;Bijdragen reprobel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6400009/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6400009;IE-GEEN;Belastingen en taksen op rollend materieel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6409999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6409999;IE-GEEN;Overige werkingsbelastingen;100;100;100;100;100;100
BP2014_2021-3/GBB-CBS/0119-00/6430000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6430000;IE-GEEN;Vergoeding schadegevallen;250;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0119-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0119-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;1350;1350;1350;1350;1350;1350
BP2014_2021-3/GBB-CBS/0119-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;121.8;120;120;120;120;120
BP2014_2021-3/GBB-CBS/0119-00/7080000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7080000;IE-GEEN;Toegekende kortingen, ristorno's en rabatten (-);0;0;0;0;0;0
BP2014_2021-3/GBB-CBS/0119-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;1200;1200;1200;1200;1200;1200
BP2014_2021-3/GBB-CBS/0130-00/2410000/BESTUUR/CBS/IE6/U;GBB-CBS;0130-00;2410000;IE6;Informaticamaterieel - gemeenschapsgoederen;0;17900;;;;
BP2014_2021-3/GBB-CBS/0130-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);3.5;6.5;6.5;6.5;6.5;6.5
BP2014_2021-3/GBB-CBS/0130-00/6150008/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6150008;IE-GEEN;Onkosten ID kaarten, reispassen en rijbewijzen;90000;73000;70000;57500;56000;56000
BP2014_2021-3/GBB-CBS/0130-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6159999;IE-GEEN;Onkosten ID kaarten, reispassen en rijbewijzen;19000;17000;17000;17000;17000;17000
BP2014_2021-3/GBB-CBS/0130-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;69414;71149.350000000006;72928.08;74751.289999999994;77004.92;78930.039999999994
BP2014_2021-3/GBB-CBS/0130-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0130-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;61991.7;71741.490000000005;73535.03;75373.399999999994;77257.73;79189.179999999993
BP2014_2021-3/GBB-CBS/0130-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;28168;28872.2;29738.37;30481.83;30667.54;31434.23
BP2014_2021-3/GBB-CBS/0130-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0130-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0130-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;17707.009999999998;21224.69;21755.3;22299.19;22856.67;23428.09
BP2014_2021-3/GBB-CBS/0130-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;612.28;624.52;637.01;649.75;649.75;649.75
BP2014_2021-3/GBB-CBS/0130-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0130-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;0;0;0;0;;
BP2014_2021-3/GBB-CBS/0130-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;646.33000000000004;1309.98;1323.98;1338.33;1365.1;1392.4
BP2014_2021-3/GBB-CBS/0130-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;707.09;705.73;709.64;723.83;723.83;723.83
BP2014_2021-3/GBB-CBS/0130-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6231003;IE-GEEN;Vakbondspremies;193.68;196.59;199.54;202.53;202.53;202.53
BP2014_2021-3/GBB-CBS/0130-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6231004;IE-GEEN;Maaltijdcheques;5400;5400;5400;5400;5400;5400
BP2014_2021-3/GBB-CBS/0130-00/6496000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;;0;0;0;;
BP2014_2021-3/GBB-CBS/0130-00/7020003/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0130-00;7020003;IE-GEEN;Verstrekken van bevolkingsgegevens;10;10;10;10;5;5
BP2014_2021-3/GBB-CBS/0130-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0130-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;250;250;250;250;250;250
BP2014_2021-3/GBB-CBS/0130-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0130-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;800;800;800;800;800;800
BP2014_2021-3/GBB-CBS/0160-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);1;2;2;2;2;2
BP2014_2021-3/GBB-CBS/0160-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6159999;IE-GEEN;"Werkingskosten ""Verbroederingsproject""";5000;5000;5000;5000;5000;5000
BP2014_2021-3/GBB-CBS/0160-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;20138;20716.45;21309.360000000001;21917.1;22485.69;23047.84
BP2014_2021-3/GBB-CBS/0160-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;5986.66;5961.32;6040.36;6223.86;6315.28;6473.16
BP2014_2021-3/GBB-CBS/0160-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;262.66000000000003;375.95;383.47;393.06;402.88;412.96
BP2014_2021-3/GBB-CBS/0160-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;63.25;63.25;63.25;63.25;63.25;63.25
BP2014_2021-3/GBB-CBS/0160-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6231003;IE-GEEN;Vakbondspremies;48.42;49.15;49.88;50.63;50.63;50.63
BP2014_2021-3/GBB-CBS/0160-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6231004;IE-GEEN;Maaltijdcheques;800;800;800;800;800;800
BP2014_2021-3/GBB-CBS/0160-00/6493000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0160-00;6493000;IE-GEEN;Toelagen internationale samenwerking.;25400;25400;25400;25400;25400;25400
