Code;Actie;Beleidsitem code;Algemene rekening;Investeringsenveloppe;Omschrijving budgetboekjaar;Bedrag (Bj+0);Bedrag (Bj+1);Bedrag (Bj+2);Bedrag (Bj+3);Bedrag (Bj+4);Bedrag (Bj+5)
BP2014_2023-5./GBB-CBS/0050-00/7060002/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0050-00;7060002;IE-GEEN;Opbrengsten uit jachtrechten;1281.3;1294.1199999999999;1307.06;1320.13;1333.33;1346.66
BP2014_2023-5./GBB-CBS/0090-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0090-00;7040999;IE-GEEN;Retributie wapenwet;450;450;450;450;450;450
BP2014_2023-5./GBB-CBS/0100-00/6200000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6200000;IE-GEEN;Bezoldiging burgemeester en schepenen;206271.53;244696;249590;254582;259674;264867
BP2014_2023-5./GBB-CBS/0100-00/6200001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6200001;IE-GEEN;Presentiegelden;32000;38500;35000;35000;35000;35000
BP2014_2023-5./GBB-CBS/0100-00/6200300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6200300;IE-GEEN;Dienstverplaatsingen;200;100;100;100;100;100
BP2014_2023-5./GBB-CBS/0100-00/6206100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6206100;IE-GEEN;Vakantiegeld mandatarissen;0;;;;;
BP2014_2023-5./GBB-CBS/0100-00/6210000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6210000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - politiek personeel;4164.6000000000004;4947.8900000000003;5047;5148;5251;5356
BP2014_2023-5./GBB-CBS/0100-00/6231005/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6231005;IE-GEEN;Verzekering arbeidsongevallen;1640.68;1664.49;1688.63;1713.11;1737.09;1754.46
BP2014_2023-5./GBB-CBS/0100-00/6240000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0100-00;6240000;IE-GEEN;Pensioenen politiek personeel;93602.76;95635;97548;99499;101489;103519
BP2014_2023-5./GBB-CBS/0100-00/7440000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0100-00;7440000;IE-GEEN;Inhouding pensioen;13441;13441;13441;13441;13441;13441
BP2014_2023-5./GBB-CBS/0110-00/2420000/BESTUUR/CBS/IE6/U;GBB-CBS;0110-00;2420000;IE6;Overdracht krediet van 2017 naar 2018;0;;;;;
BP2014_2023-5./GBB-CBS/0110-00/6141003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141003;IE-GEEN;Post- en frankeringskosten;19100;21000;21000;21000;21000;21000
BP2014_2023-5./GBB-CBS/0110-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);5;5;5;8;8;8
BP2014_2023-5./GBB-CBS/0110-00/6141800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6141800;IE-GEEN;Onderhoudscontracten meubilair en bureaumateriaal;550;550;550;550;550;550
BP2014_2023-5./GBB-CBS/0110-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;12448.93;;;;;
BP2014_2023-5./GBB-CBS/0110-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;0;;;;;
BP2014_2023-5./GBB-CBS/0110-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;56192.82;80617;82632;84698;86815;88985
BP2014_2023-5./GBB-CBS/0110-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;4428.24;;;;;
BP2014_2023-5./GBB-CBS/0110-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2023-5./GBB-CBS/0110-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;0;;;;;
BP2014_2023-5./GBB-CBS/0110-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;18215.41;23813;24408;25018;25643;26284
BP2014_2023-5./GBB-CBS/0110-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;446.5;;;;;
BP2014_2023-5./GBB-CBS/0110-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;;;;;
BP2014_2023-5./GBB-CBS/0110-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;0;;;;;
BP2014_2023-5./GBB-CBS/0110-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;1000;708;722;1083;1105;1127
BP2014_2023-5./GBB-CBS/0110-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;502.42;500;500;500;500;500
BP2014_2023-5./GBB-CBS/0110-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6231003;IE-GEEN;Vakbondspremies;99.77;101.26;101.26;101.26;101.26;101.26
BP2014_2023-5./GBB-CBS/0110-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0110-00;6231004;IE-GEEN;Maaltijdcheques;2700;2700;2700;2700;2700;2700
BP2014_2023-5./GBB-CBS/0110-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0110-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;400;400;400;400;400;400
BP2014_2023-5./GBB-CBS/0111-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;200;2500;2500;2500;2500;2500
BP2014_2023-5./GBB-CBS/0111-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);0;;;;;
BP2014_2023-5./GBB-CBS/0111-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;148885.51999999999;158119;160472;164421;168469;170118
BP2014_2023-5./GBB-CBS/0111-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;61354.38;64238;66844;68490;70177;70906
BP2014_2023-5./GBB-CBS/0111-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2023-5./GBB-CBS/0111-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;488.18;497.94;497.94;497.94;497.94;497.94
BP2014_2023-5./GBB-CBS/0111-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6231003;IE-GEEN;Vakbondspremies;99.77;101.26;101.26;101.26;101.26;101.26
BP2014_2023-5./GBB-CBS/0111-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6231004;IE-GEEN;Maaltijdcheques;3100;3100;3100;3100;3100;3100
BP2014_2023-5./GBB-CBS/0111-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0111-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;10000;10000;10000;10000;10000;10000
BP2014_2023-5./GBB-CBS/0111-00/7405999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7405999;IE-GEEN;Vlaamse ondersteuningspremie Huybrechts L.;7200;7200;4800;;;
BP2014_2023-5./GBB-CBS/0111-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;500;500;500;500;500;500
BP2014_2023-5./GBB-CBS/0111-00/7599999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0111-00;7599999;IE-GEEN;Andere financiÃ«le opbrengsten;5;5;5;5;5;5
BP2014_2023-5./GBB-CBS/0112-00/6130001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6130001;IE-GEEN;Vergoedingen prestaties arbeidsgeneeskundige dienst;2500;2500;2500;2500;2500;2500
BP2014_2023-5./GBB-CBS/0112-00/6131007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6131007;IE-GEEN;Erelonen en vergoedingen voor selectie personeel;0;;;;;
BP2014_2023-5./GBB-CBS/0112-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);27000;27000;27000;27000;27000;27000
BP2014_2023-5./GBB-CBS/0112-00/6143007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6143007;IE-GEEN;Publiciteit, advertenties & info;7500;3000;3000;3000;3000;3000
BP2014_2023-5./GBB-CBS/0112-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;55293.34;56466;57878;59325;60808;62328
BP2014_2023-5./GBB-CBS/0112-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;23003.48;23423;24009;24609;25224;25855
BP2014_2023-5./GBB-CBS/0112-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2023-5./GBB-CBS/0112-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;297.67;303.62;303.62;303.62;303.62;303.62
BP2014_2023-5./GBB-CBS/0112-00/6231000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231000;IE-GEEN;Bijdragen aan arbeidsgeneeskundige dienst;7249.87;7467.46;7691.48;7922.23;8081;8242.6200000000008
BP2014_2023-5./GBB-CBS/0112-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231003;IE-GEEN;Vakbondspremies;49.88;50.63;50.63;50.63;50.63;50.63
BP2014_2023-5./GBB-CBS/0112-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0112-00;6231004;IE-GEEN;Maaltijdcheques;1600;1600;1600;1600;1600;1600
BP2014_2023-5./GBB-CBS/0112-00/7450000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0112-00;7450000;IE-GEEN;Recuperaties van kosten;50;50;50;50;50;50
BP2014_2023-5./GBB-CBS/0112-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0112-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;250;250;250;250;250;250
BP2014_2023-5./GBB-CBS/0119-00/2300000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2300000;IE6;Installaties, machines en uitrusting - gemeenschapsgoederen;;8000;;;;
BP2014_2023-5./GBB-CBS/0119-00/2400000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2400000;IE6;kleine investeringen in meubilair en uitrusting;2500;5000;5000;5000;;
BP2014_2023-5./GBB-CBS/0119-00/2420000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2420000;IE6;Overdracht krediet van 2016 naar 2017;3419.5;6500;;;;
BP2014_2023-5./GBB-CBS/0119-00/2751000/BESTUUR/CBS/IE6/U;GBB-CBS;0119-00;2751000;IE6;Kunstwerken;0;;;;;
BP2014_2023-5./GBB-CBS/0119-00/6040000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;1100;1000;1000;1000;1000;1000
BP2014_2023-5./GBB-CBS/0119-00/6103001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6103001;IE-GEEN;Benodigdheden voor gebouwen;7000;5000;5000;5000;5000;5000
BP2014_2023-5./GBB-CBS/0119-00/6103010/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6103010;IE-GEEN;Prestaties van derden voor onderhoud en herstelling gebouwen;11000;7000;7000;7000;7000;7000
BP2014_2023-5./GBB-CBS/0119-00/6110000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6110000;IE-GEEN;Elektriciteit;20000;20000;20000;20000;20000;20000
BP2014_2023-5./GBB-CBS/0119-00/6111000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6111000;IE-GEEN;Gas;0;;;;;
BP2014_2023-5./GBB-CBS/0119-00/6113000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6113000;IE-GEEN;Water;2000;2000;2000;2000;2000;2000
BP2014_2023-5./GBB-CBS/0119-00/6113001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6113001;IE-GEEN;Andere energiebronnen (houtchips);8000;8000;8000;8000;8000;8000
BP2014_2023-5./GBB-CBS/0119-00/6131001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131001;IE-GEEN;Erelonen en vergoedingen notarissen, deurwaarders, advocaten;2000;3000;3000;3000;3000;3000
BP2014_2023-5./GBB-CBS/0119-00/6131002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131002;IE-GEEN;Erelonen en vergoedingen consultancy;40000;72000;31000;37000;31000;37000
BP2014_2023-5./GBB-CBS/0119-00/6131004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6131004;IE-GEEN;Presentiegelden van commissies en jury's;2000;1500;1000;1000;1000;1000
BP2014_2023-5./GBB-CBS/0119-00/6135002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6135002;IE-GEEN;Uitgegeven was en linnen;2600;2600;2600;2600;2600;2600
BP2014_2023-5./GBB-CBS/0119-00/6141001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141001;IE-GEEN;Kantoorbenodigdheden;10500;9500;9500;9500;9500;9500
BP2014_2023-5./GBB-CBS/0119-00/6141002/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141002;IE-GEEN;Documentatie en abonnementen;9000;12000;12000;12000;12000;12000
BP2014_2023-5./GBB-CBS/0119-00/6141004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141004;IE-GEEN;Communicatiekosten telefoon en internet;21500;21500;21500;21500;21500;21500
BP2014_2023-5./GBB-CBS/0119-00/6141006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141006;IE-GEEN;Administratief drukwerk en kopieerkosten;15000;14000;14000;14000;14000;14000
BP2014_2023-5./GBB-CBS/0119-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);5;5;5;8;8;8
BP2014_2023-5./GBB-CBS/0119-00/6141800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6141800;IE-GEEN;Onderhoudscontracten meubilair en bureaumateriaal;0;;;;;
BP2014_2023-5./GBB-CBS/0119-00/6142001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142001;IE-GEEN;Aankoop klein hard- en softwaremateriaal;17000;11000;11000;11000;11000;11000
BP2014_2023-5./GBB-CBS/0119-00/6142800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142800;IE-GEEN;Onderhoudscontracten computermaterieel;71000;86000;93000;93000;93000;93000
BP2014_2023-5./GBB-CBS/0119-00/6142999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6142999;IE-GEEN;Overige informaticakosten;5000;5000;5000;5000;5000;5000
BP2014_2023-5./GBB-CBS/0119-00/6143001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6143001;IE-GEEN;Representatie- en receptiekosten & kosten onthaal;22000;20000;20000;20000;20000;20000
BP2014_2023-5./GBB-CBS/0119-00/6143004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6143004;IE-GEEN;Restaurantkosten;1000;500;500;500;500;500
BP2014_2023-5./GBB-CBS/0119-00/6149000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6149000;IE-GEEN;Overige administratie- en kantoorkosten;400;400;400;400;400;400
BP2014_2023-5./GBB-CBS/0119-00/6150001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150001;IE-GEEN;Aankoop klein materieel;250;250;250;250;250;250
BP2014_2023-5./GBB-CBS/0119-00/6150003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150003;IE-GEEN;Kosten van bewaking en veiligheid;12000;12000;12000;12000;12000;12000
BP2014_2023-5./GBB-CBS/0119-00/6150004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150004;IE-GEEN;Controle- en keuringsorganismen technisch materieel;200;200;200;200;200;200
BP2014_2023-5./GBB-CBS/0119-00/6150006/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150006;IE-GEEN;Lidmaatschappen;12000;12350;12600;12800;13000;13000
BP2014_2023-5./GBB-CBS/0119-00/6150011/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150011;IE-GEEN;Kosten werkkleding;1000;1000;1000;1000;1000;1000
BP2014_2023-5./GBB-CBS/0119-00/6150800/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6150800;IE-GEEN;Onderhoudscontracten technisch materieel;0;;;;;
BP2014_2023-5./GBB-CBS/0119-00/6160001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160001;IE-GEEN;Aankoop benodigdheden voor voertuigen;300;300;300;300;300;300
BP2014_2023-5./GBB-CBS/0119-00/6160003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160003;IE-GEEN;Controle- en keuringskosten voertuigen;100;100;100;100;100;100
BP2014_2023-5./GBB-CBS/0119-00/6160004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160004;IE-GEEN;Olie en brandstof voor voertuigen;1000;1000;1000;1000;1000;1000
BP2014_2023-5./GBB-CBS/0119-00/6160300/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6160300;IE-GEEN;Onderhoud en herstelling voertuigen;350;350;350;350;350;350
BP2014_2023-5./GBB-CBS/0119-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;261024;283616;290706;297974;309423;317059
BP2014_2023-5./GBB-CBS/0119-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;50855.07;51967.4;53267;54599;55964;57363
BP2014_2023-5./GBB-CBS/0119-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;108810.78;117442;120378;123387;126472;129634
BP2014_2023-5./GBB-CBS/0119-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2023-5./GBB-CBS/0119-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;14377.58;15085.69;15463;15850;16246;16652
BP2014_2023-5./GBB-CBS/0119-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;1500;1500;1500;1500;1500;1500
BP2014_2023-5./GBB-CBS/0119-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;860.2;877;895;1343;1370;1397
BP2014_2023-5./GBB-CBS/0119-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;290.51;300;300;300;300;300
BP2014_2023-5./GBB-CBS/0119-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6231003;IE-GEEN;Vakbondspremies;299.3;303.79000000000002;303.79000000000002;303.79000000000002;303.79000000000002;303.79000000000002
BP2014_2023-5./GBB-CBS/0119-00/6231004/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6231004;IE-GEEN;Maaltijdcheques;8700;8000;8000;8000;8000;8000
BP2014_2023-5./GBB-CBS/0119-00/6400008/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6400008;IE-GEEN;Bijdragen reprobel;0;;;;;
BP2014_2023-5./GBB-CBS/0119-00/6409999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6409999;IE-GEEN;Overige werkingsbelastingen;;100;100;100;100;100
BP2014_2023-5./GBB-CBS/0119-00/6430000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6430000;IE-GEEN;Vergoeding schadegevallen;250;250;250;250;250;250
BP2014_2023-5./GBB-CBS/0119-00/6599999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0119-00;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;1400;1400;1400;1400;1400;1400
BP2014_2023-5./GBB-CBS/0119-00/7040006/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7040006;IE-GEEN;Tussenkomsten van verzekeringsmaatschappijen;655;;;;;
BP2014_2023-5./GBB-CBS/0119-00/7040999/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7040999;IE-GEEN;Andere terugvorderingen en tussenkomsten;175;200;200;200;200;200
BP2014_2023-5./GBB-CBS/0119-00/7080000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7080000;IE-GEEN;Toegekende kortingen, ristorno's en rabatten (-);0;;;;;
BP2014_2023-5./GBB-CBS/0119-00/7470000/BESTUUR/CBS/IE-GEEN/O;GBB-CBS;0119-00;7470000;IE-GEEN;Werknemersinhouding maaltijdcheques;750;850;850;850;850;850
BP2014_2023-5./GBB-CBS/0130-00/6141007/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);6.5;6.5;6.5;10;10;10
BP2014_2023-5./GBB-CBS/0130-00/6150008/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6150008;IE-GEEN;Onkosten ID kaarten, reispassen en rijbewijzen;70000;55000;55000;55000;50000;50000
BP2014_2023-5./GBB-CBS/0130-00/6159999/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6159999;IE-GEEN;Onkosten ID kaarten, reispassen en rijbewijzen;17000;17000;17000;17000;17000;17000
BP2014_2023-5./GBB-CBS/0130-00/6201000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;68994.27;71527.42;73316;75149;77028;78954
BP2014_2023-5./GBB-CBS/0130-00/6202000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;0;;;;;
BP2014_2023-5./GBB-CBS/0130-00/6203000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6203000;IE-GEEN;Bezoldigingen contractueel personeel;68293.600000000006;81967;84016;86116;88269;90476
BP2014_2023-5./GBB-CBS/0130-00/6211000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;27648.45;29845.1;30591;31356;32140;32944
BP2014_2023-5./GBB-CBS/0130-00/6211001/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;0;;;;;
BP2014_2023-5./GBB-CBS/0130-00/6212000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6212000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - gesubsidieerde contractuelen;0;;;;;
BP2014_2023-5./GBB-CBS/0130-00/6213000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen -  contractuelen;20262.919999999998;24139;24742;25361;25995;26645
BP2014_2023-5./GBB-CBS/0130-00/6221100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;520;649.75;649.75;649.75;649.75;649.75
BP2014_2023-5./GBB-CBS/0130-00/6222000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6222000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -gesubs.contract.;0;;;;;
BP2014_2023-5./GBB-CBS/0130-00/6222100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6222100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek.-hospitalisatieverzek.-gesubs.contract.;0;;;;;
BP2014_2023-5./GBB-CBS/0130-00/6223000/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen -  contractuelen;1212.44;1236.69;1261.42;1892;1930;1969
BP2014_2023-5./GBB-CBS/0130-00/6223100/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;709.64;723.83;723.83;723.83;723.83;723.83
BP2014_2023-5./GBB-CBS/0130-00/6231003/BESTUUR/CBS/IE-GEEN/U;GBB-CBS;0130-00;6231003;IE-GEEN;Vakbondspremies;199.54;202.53;202.53;202.53;202.53;202.53
