Code;Actie;Actie oms.;BI;Beleidsitem oms.;AR;IE;Eerste omschrijving;2014;2015;2016;2017;2018;2019;;geen aanpassing;;;
BP2014_2019-0/GBB-CBS/0310-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0310-00;Beheer van regen- en afvalwater;6139999;IE-GEEN;Erelonen afkoppeling hemelwater;€ 16,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0319-00/6103510/BESTUUR/CBS/490/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0319-00;Overig waterbeheer;6103510;IE-GEEN;Aandeel in kosten voor onderhoud & ruiming onbevaarbare waterlopen;€ 20,739.84;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;;;;;
BP2014_2019-0/GBB-CBS/0319-00/6400005/BESTUUR/CBS/490/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0319-00;Overig waterbeheer;6400005;IE-GEEN;Belastingen op polders en wateringen;€ 260.00;€ 260.00;€ 260.00;€ 260.00;€ 260.00;€ 260.00;;;;;
BP2014_2019-0/GBB-CBS/0320-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0320-00;Sanering van bodemverontreiniging;6139999;IE-GEEN;Analyses oppervlaktewater;€ 0.00;€ 0.00;€ 6,600.00;€ 0.00;€ 0.00;€ 6,600.00;;;;;
BP2014_2019-0/GBB-CBS/0320-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0320-00;Sanering van bodemverontreiniging;6491000;IE-GEEN;Toelage grondonderzoek;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;
BP2014_2019-0/3.3.2.7/0329-00/6170001/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.7;Optimaliseren van het handhavingsbeleid en de klachtenbehandeling inzake leefmilieu;0329-00;Overige vermindering van milieuverontreiniging;6170001;IE-GEEN;Vergoeding aan personen ter beschikking gesteld van het bestuur;€ 22,000.00;€ 17,000.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/GBB-CBS/0329-00/6001000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0329-00;Overige vermindering van milieuverontreiniging;6001000;IE-GEEN;Aankoop technisch materiaal;€ 4,000.00;€ 3,000.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/GBB-CBS/0341-00/6170001/BESTUUR/CBS/470/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0341-00;Erosiebestrijding;6170001;IE-GEEN;Vergoeding ondersteuning grondgebiedzaken;€ 8,900.00;€ 8,900.00;€ 8,900.00;€ 8,900.00;€ 8,900.00;€ 8,900.00;;;;;
BP2014_2019-0/3.3.2.3/0349-00/6103510/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.3;Opmaken en uitvoeren van een nieuw bermbeheerplan;0349-00;Overige bescherming van biodiversiteit, landschappen en bodem;6103510;IE-GEEN;Prestaties van derden voor wegen en waterlopen (riolen, bermen, ov, â€¦);€ 12,600.00;;;;;;;;;;
BP2014_2019-0/3.1.2.2/0350-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.1.2.2;Geven van gratis planadvies voor bouwers en verbouwers;0350-00;Klimaat en energie;6491000;IE-GEEN;Toegestane werkingssubsidies aan gezinnen;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;€ 750.00;;;;;
BP2014_2019-0/3.1.2.3/0350-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.1.2.3;Stimuleren van maatregelen voor duurzaam bouwen en wonen;0350-00;Klimaat en energie;6491000;IE-GEEN;Subsidie energiebesparing;€ 7,250.00;€ 7,250.00;€ 7,250.00;€ 7,250.00;€ 7,250.00;€ 7,250.00;;;;;
BP2014_2019-0/3.3.2.7/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.3.2.7;Optimaliseren van het handhavingsbeleid en de klachtenbehandeling inzake leefmilieu;0380-00;Participatie en sensibilisatie;6159999;IE-GEEN;Overige exploitatiekosten;€ 2,000.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/3.4.1.1/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.1.1;Vervullen van een voorbeeldrol op vlak van energiebesparing;0380-00;Participatie en sensibilisatie;6159999;IE-GEEN;Overige exploitatiekosten;€ 2,500.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;€ 4,000.00;;;;;
BP2014_2019-0/3.4.1.3/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.1.3;Sensibiliseren van gemeentelijke diensten en inwoners;0380-00;Participatie en sensibilisatie;6159999;IE-GEEN;Overige exploitatiekosten;€ 500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;€ 1,500.00;;;;;
BP2014_2019-0/3.4.3.2/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.3.2;Stimuleren van het gebruik van milieuvriendelijke en duurzame producten;0380-00;Participatie en sensibilisatie;6159999;IE-GEEN;Overige exploitatiekosten;€ 250.00;€ 750.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/3.4.3.4/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.4.3.4;Stimuleren en ondersteunen van de kringloopwerking;0380-00;Participatie en sensibilisatie;6159999;IE-GEEN;Overige exploitatiekosten;€ 1,500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/3.5.1.6/0380-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.5.1.6;Stimuleren van duurzame lokale productie en consumptie;0380-00;Participatie en sensibilisatie;6159999;IE-GEEN;Overige exploitatiekosten;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/1.1.2.1/0390-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0390-00;Overige milieubescherming;6493000;IE-GEEN;Toelage milieuraad;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/1.2.5.1/0390-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0390-00;Overige milieubescherming;6150010;IE-GEEN;Opleidingskosten;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 0.50;€ 0.50;€ 0.50;€ 0.50;€ 0.50;€ 0.50;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 34,115.19;€ 34,968.07;€ 35,842.27;€ 36,738.33;€ 37,656.79;€ 38,598.21;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6203000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6203000;IE-GEEN;Bezoldigingen contractueel personeel;€ 23,350.00;€ 23,933.76;€ 24,532.10;€ 25,145.40;€ 25,774.04;€ 26,418.38;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 10,000.00;€ 10,250.00;€ 10,506.25;€ 10,768.91;€ 11,038.13;€ 11,314.08;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 10,000.00;€ 10,400.00;€ 10,816.00;€ 11,140.48;€ 11,474.69;€ 11,818.94;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6213000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6213000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - contractuelen;€ 6,650.00;€ 6,816.26;€ 6,986.66;€ 7,161.32;€ 7,340.36;€ 7,523.86;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 233.20;€ 237.86;€ 242.62;€ 247.47;€ 252.42;€ 257.47;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6223000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6223000;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - 2de pijlerpensioen - contractuelen;€ 250.00;€ 256.26;€ 262.66;€ 269.22;€ 275.96;€ 282.86;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6223100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6223100;IE-GEEN;Werkgeversbijdragen voor bovenwet.verzek. - hospitalisatieverzek. -contractuelen;€ 107.87;€ 110.03;€ 112.23;€ 114.48;€ 116.76;€ 119.10;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6231004;IE-GEEN;Maaltijdcheques;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6493000;IE-GEEN;Subsidie Bond Beter Leefmilieu;€ 490.00;€ 499.80;€ 509.80;€ 519.99;€ 530.39;€ 541.00;;;;;
BP2014_2019-0/GBB-CBS/0390-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0390-00;Overige milieubescherming;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 94.00;€ 95.41;€ 96.84;€ 98.29;€ 99.77;€ 101.26;;;;;
BP2014_2019-0/6.1.1.2/0400-00/6494000/BESTUUR/CBS/460/IE-GEEN/U;6.1.1.2;Voorzien van een bijdrage voor de politiezone;0400-00;Politiediensten;6494000;IE-GEEN;Bijdrage werking politie;€ 850,289.00;€ 850,289.00;€ 873,809.00;€ 900,024.00;€ 927,024.00;€ 954,834.72;;;;;
BP2014_2019-0/6.1.1.1/0410-00/6494000/BESTUUR/CBS/470/IE-GEEN/U;6.1.1.1;Voorzien van een bijdrage voor de brandweerzone;0410-00;Brandweer;6494000;IE-GEEN;Bijdrage werking brandweer;€ 354,144.20;€ 364,018.53;€ 349,189.08;€ 359,664.75;€ 370,454.70;€ 381,568.34;;;;;
BP2014_2019-0/1.1.2.1/0500-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0500-00;Handel en middenstand;6493000;IE-GEEN;Subsidie middenstandsraad;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/3.5.1.4/0500-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;3.5.1.4;Ondersteunen van netwerk- en handelskernversterkende initiatieven voor de Bierbeekse ondernemers;0500-00;Handel en middenstand;6139999;IE-GEEN;Lokale economie;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;€ 2,500.00;;;;;
BP2014_2019-0/1.1.2.1/0520-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0520-00;Toerisme - Onthaal en promotie;6493000;IE-GEEN;"* Subsidie werkgroep ""Toerisme in Bierbeek""";€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/1.2.5.1/0520-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0520-00;Toerisme - Onthaal en promotie;6150010;IE-GEEN;Opleidingskosten;€ 150.00;€ 150.00;€ 150.00;€ 150.00;€ 150.00;€ 150.00;;;;;
BP2014_2019-0/3.5.3.2/0520-00/6139999/BESTUUR/CBS/600/IE-GEEN/U;3.5.3.2;Opmaken en uitvoeren van het Project ‘De Borre als poort tot Meerdaalwoud’;0520-00;Toerisme - Onthaal en promotie;6139999;IE-GEEN;Andere erelonen en vergoedingen voor prestaties van derden;;;;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/3.5.3.4/0520-00/6150013/BESTUUR/CBS/600/IE-GEEN/U;3.5.3.4;Uitgeven van toeristische folders en routes voor wandelaars en nietgemotoriseerd verkeer;0520-00;Toerisme - Onthaal en promotie;6150013;IE-GEEN;Drukwerk voor exploitatie;;€ 1,000.00;€ 5,000.00;€ 3,000.00;;;;;;;
BP2014_2019-0/3.5.3.5/0520-00/6159999/BESTUUR/CBS/600/IE-GEEN/U;3.5.3.5;Bewegwijzeren van routes voor wandelaars en niet-gemotoriseerd verkeer;0520-00;Toerisme - Onthaal en promotie;6159999;IE-GEEN;Overige exploitatiekosten - Toerisme;€ 1,500.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;€ 1,000.00;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6001000;IE-GEEN;Aankoop technisch materiaal;€ 500.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6040000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6040000;IE-GEEN;Aankopen van roerende goederen bestemd voor verkoop;€ 700.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;€ 200.00;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 31,180.00;€ 31,959.50;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 2,300.00;€ 2,357.50;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 7,700.00;€ 8,008.00;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 275.00;€ 280.50;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6231004;IE-GEEN;Maaltijdcheques;€ 1,350.00;€ 1,350.00;;;;;;;;;
BP2014_2019-0/GBB-CBS/0520-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0520-00;Toerisme - Onthaal en promotie;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 47.00;€ 47.71;;;;;;;;;
BP2014_2019-0/GBB-CBS/0521-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0521-00;Toerisme - Sectorondersteuning;6493000;IE-GEEN;Toelage toerisme Vlaams-Brabant;€ 4,573.50;€ 4,573.50;€ 4,573.50;€ 4,573.50;€ 4,573.50;€ 4,573.50;;;;;
BP2014_2019-0/1.1.2.1/0530-00/6493000/BESTUUR/CBS/500/IE-GEEN/U;1.1.2.1;Optimaliseren van de werking van de adviesraden en deze ondersteunen;0530-00;Land-, tuin- & bosbouw;6493000;IE-GEEN;* Subsidie landbouwraad;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;€ 250.00;;;;;
BP2014_2019-0/1.2.3.3/0600-00/6142999/BESTUUR/CBS/600/IE-GEEN/U;1.2.3.3;Uitbouw van het GIS-gebeuren binnen de diensten;0600-00;Ruimtelijke planning;6142999;IE-GEEN;Overige informaticakosten;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;€ 500.00;;;;;
BP2014_2019-0/1.2.5.1/0600-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0600-00;Ruimtelijke planning;6150010;IE-GEEN;Opleidingskosten;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;€ 300.00;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;€ 0.00;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 91,500.00;€ 93,787.50;€ 96,132.19;€ 98,535.49;€ 100,998.88;€ 103,523.85;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 19,500.00;€ 19,987.50;€ 20,487.19;€ 20,999.37;€ 21,524.35;€ 22,062.46;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 21,000.00;€ 21,525.00;€ 22,063.13;€ 22,614.70;€ 23,180.07;€ 23,759.57;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6221100/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6221100;IE-GEEN;Werkgeversbijdragen voor bovenwett. verzekering - hosp.verzek.-vastbenoemd pers.;€ 687.50;€ 701.25;€ 715.28;€ 729.58;€ 744.17;€ 759.06;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6231004/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6231004;IE-GEEN;Maaltijdcheques;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;€ 2,700.00;;;;;
BP2014_2019-0/GBB-CBS/0600-00/6496000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0600-00;Ruimtelijke planning;6496000;IE-GEEN;Tussenkomst in de vakbondspremies;€ 94.00;€ 95.41;€ 96.84;€ 98.29;€ 99.77;€ 101.26;;;;;
BP2014_2019-0/GBB-CBS/0610-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0610-00;Gebiedsontwikkeling;6493000;IE-GEEN;Honoraria GECORO-voorzitter;€ 1,500.00;;€ 1,500.00;;€ 1,500.00;;;;;;
BP2014_2019-0/3.1.2.1/0629-00/6493000/BESTUUR/CBS/800/IE-GEEN/U;3.1.2.1;Informeren over reglementeringen, subsidies, financiële voordelen bij verbouw- of bouwwerken;0629-00;Overig woonbeleid;6493000;IE-GEEN;Project lokaal woonbeleid;€ 37,543.86;€ 39,179.98;€ 40,492.23;€ 10,000.00;€ 10,000.00;€ 10,000.00;;;;;
BP2014_2019-0/3.1.3.2/0629-00/6491000/BESTUUR/CBS/500/IE-GEEN/U;3.1.3.2;Stimuleren van levenslang wonen en zorgwonen;0629-00;Overig woonbeleid;6491000;IE-GEEN;Verbeterings- en aanpassingspremie;€ 6,500.00;€ 12,000.00;€ 12,000.00;€ 6,500.00;€ 6,500.00;€ 6,500.00;;;;;
BP2014_2019-0/GBB-CBS/0640-00/6599999/BESTUUR/CBS/450/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0640-00;Elektriciteitsvoorziening;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;€ 120.00;€ 120.00;€ 120.00;€ 120.00;€ 120.00;€ 120.00;;;;;
BP2014_2019-0/GBB-CBS/0650-00/6599999/BESTUUR/CBS/450/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0650-00;Gasvoorziening;6599999;IE-GEEN;Overige diverse financiÃ«le kosten;€ 30.00;€ 30.00;€ 30.00;€ 30.00;€ 30.00;€ 30.00;;;;;
BP2014_2019-0/GBB-CBS/0670-00/6110000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0670-00;Straatverlichting;6110000;IE-GEEN;Openbare verlichting;€ 86,000.00;€ 90,000.00;€ 91,800.00;€ 93,636.00;€ 95,508.72;€ 97,418.89;;13900;;;
BP2014_2019-0/GBB-CBS/0670-00/6150300/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0670-00;Straatverlichting;6150300;IE-GEEN;Onderhoud openbare verlichting;€ 14,000.00;€ 14,280.00;€ 14,565.60;€ 14,856.92;€ 15,154.05;€ 15,457.14;;;;;
BP2014_2019-0/1.2.5.1/0680-00/6150010/BESTUUR/CBS/500/IE-GEEN/U;1.2.5.1;Stimuleren van vorming en opleiding;0680-00;Groene ruimte;6150010;IE-GEEN;Opleidingskosten;€ 1,650.00;€ 1,650.00;€ 1,650.00;€ 1,650.00;€ 1,650.00;€ 1,650.00;;;;;
BP2014_2019-0/3.5.3.6/0680-00/6103501/BESTUUR/CBS/600/IE-GEEN/U;3.5.3.6;Verbeteren van de toegankelijkheid van het Bruulbos;0680-00;Groene ruimte;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;€ 5,000.00;;;;;;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6001000/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6001000;IE-GEEN;Aankoop technisch materiaal;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;€ 20,000.00;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6103501/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6103501;IE-GEEN;Benodigdheden voor aanleg en onderhoud van wegen;€ 12,700.00;€ 12,700.00;€ 12,700.00;€ 12,700.00;€ 12,700.00;€ 12,700.00;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6141007/BESTUUR/CBS/700/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6141007;IE-GEEN;Administratieve kosten (mtc, 2e pijler, lonen, pb â€¦);€ 10.00;€ 10.00;€ 10.00;€ 10.00;€ 10.00;€ 10.00;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6150001/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6150001;IE-GEEN;Aankoop klein materieel;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;€ 5,000.00;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6150011/BESTUUR/CBS/600/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6150011;IE-GEEN;Kosten werkkleding;€ 3,400.00;€ 3,400.00;€ 3,400.00;€ 3,400.00;€ 3,400.00;€ 3,400.00;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6201000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6201000;IE-GEEN;Bezoldigingen vastbenoemd personeel;€ 201,400.00;€ 214,736.18;€ 220,104.58;€ 225,607.19;€ 231,247.37;€ 237,028.56;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6202000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6202000;IE-GEEN;Bezoldigingen gesubsidieerde contractuelen;€ 156,700.00;€ 165,480.90;€ 169,617.92;€ 173,858.37;€ 178,204.83;€ 182,659.95;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6211000/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6211000;IE-GEEN;Werkgeversbijdragen wettelijke verzekeringen - vast benoemd personeel;€ 28,450.00;€ 29,411.25;€ 30,146.53;€ 30,900.19;€ 31,672.70;€ 32,464.52;;;;;
BP2014_2019-0/GBB-CBS/0680-00/6211001/BESTUUR/CBS/500/IE-GEEN/U;GBB-CBS;Gelijkblijvend beleid CBS;0680-00;Groene ruimte;6211001;IE-GEEN;Werkgeversbijdragen aan de omslagkas voor gem. pensioenen-vastbenoemd personeel;€ 28,950.00;€ 30,468.00;€ 31,686.72;€ 32,637.32;€ 33,616.44;€ 34,624.93;;;;;
